paper id,last_name,first_name,full_name,api_gender,api_script,api_scale,api_score,api_probabilityCalibrated
704.0002,Theran,Louis,Louis Theran,male,LATIN,-0.9717790389190356,16.522285470783427,0.985889519459518
704.0004,Callan,David,David Callan,male,LATIN,-0.9934802688694512,27.646944538111264,0.9967401344347256
704.0005,Abu-Shammala,Wael,Wael Abu-Shammala,male,LATIN,-0.986164187695763,20.30326132175656,0.9930820938478816
704.0005,Torchinsky,Alberto,Alberto Torchinsky,male,LATIN,-0.9920892673423116,25.98202730975585,0.9960446336711558
704.0003,Pan,Hongjun,Hongjun Pan,female,LATIN,0.976328910199196,17.733070563586182,0.988164455099598
704.0007,Corichi,Alejandro,Alejandro Corichi,male,LATIN,-0.9915743600828176,24.47459711831519,0.9957871800414088
704.0007,Vukasinac,Tatjana,Tatjana Vukasinac,female,LATIN,0.9771232217948578,18.23646756848981,0.9885616108974288
704.0007,Zapata,Jose A.,Jose A. Zapata,male,LATIN,-0.9768368273342184,18.034287065377185,0.9884184136671093
704.001,Ovchinnikov,Sergei,Sergei Ovchinnikov,male,LATIN,-0.99380483223086,41.14538771801796,0.99690241611543
704.0009,Harvey,Paul,Paul Harvey,male,LATIN,-0.9851247125113024,19.941146605477137,0.9925623562556511
704.0009,Merin,Bruno,Bruno Merin,male,LATIN,-0.9890530055004172,21.5155323284564,0.9945265027502086
704.0009,Huard,Tracy L.,Tracy L. Huard,female,LATIN,0.9673842911550172,15.999900231185537,0.9836921455775086
704.0009,Chapman,Nicholas,Nicholas Chapman,male,LATIN,-0.98719162891632,20.867684523413683,0.99359581445816
704.0009,Evans,Neal J.,Neal J. Evans,male,LATIN,-0.6110869666202565,7.769165064641645,0.8055434833101283
704.0009,Myers,Philip C.,Philip C. Myers,male,LATIN,-0.8572724249749621,11.029268479869954,0.9286362124874812
704.0014,Fujii,Koichi,Koichi Fujii,male,LATIN,-0.9909108911031728,22.66256896567482,0.9954554455515864
704.0015,Stahn,Christian,Christian Stahn,male,LATIN,-0.963331079905581,15.6812471889505,0.9816655399527904
704.0016,Chang,Chao-Hsi,Chao-Hsi Chang,female,LATIN,0.0089043081506217,0.4676011136746483,0.5044521540753109
704.0016,Li,Tong,Tong Li,male,LATIN,-0.3786315406899818,5.693857466535185,0.6893157703449909
704.0016,Li,Xue-Qian,Xue-Qian Li,female,LATIN,0.8463463387875771,10.88902751854988,0.9231731693937886
704.0016,Wang,Yu-Ming,Yu-Ming Wang,male,LATIN,-0.3908821473433506,5.895390229200765,0.6954410736716753
704.0017,Buckley,David H.,David H. Buckley,male,LATIN,-0.9937123404606748,28.90207959069832,0.9968561702303376
704.0017,Potter,Steven B.,Steven B. Potter,female,LATIN,0.9303176336147752,13.163773987973414,0.9651588168073876
704.0017,Warner,Brian,Brian Warner,male,LATIN,-0.974171826457814,16.988969124598906,0.9870859132289068
704.0018,Gustavsson,Andreas,Andreas Gustavsson,male,LATIN,-0.9872669612210484,20.924898998557907,0.993633480610524
704.0019,Konno,Norio,Norio Konno,male,LATIN,-0.947846370783288,14.43691483580692,0.973923185391644
704.0021,Casagrande,Vanessa,Vanessa Casagrande,female,LATIN,0.983254421285902,19.47892013797404,0.991627210642951
704.0021,Togashi,Yuichi,Yuichi Togashi,male,LATIN,-0.9749862774950372,17.20981988513917,0.9874931387475184
704.0021,Mikhailov,Alexander S.,Alexander S. Mikhailov,male,LATIN,-0.993803990065098,33.615787507996366,0.9969019950325492
704.0022,Wiese,Anke,Anke Wiese,male,LATIN,-0.9651109455722924,15.808881675284026,0.9825554727861462
704.0027,Fal'ko,Vladimir I.,Vladimir I. Fal'ko,male,LATIN,-0.9908359847802548,22.57948126069011,0.9954179923901274
704.0029,Shu,Zhan,Zhan Shu,male,LATIN,-0.2635122353167409,4.04286522351808,0.6317561176583705
704.0034,Ogryzko,Vasily,Vasily Ogryzko,male,LATIN,-0.5350988615427998,7.3851686764349935,0.7675494307713999
704.0033,Yurkin,Maxim A.,Maxim A. Yurkin,male,LATIN,-0.9934586288709636,27.58253706313796,0.9967293144354816
704.0033,Maltsev,Valeri P.,Valeri P. Maltsev,male,LATIN,-0.9347517752234662,13.478323245464011,0.9673758876117332
704.0036,Wang,Liming,Liming Wang,male,LATIN,-0.0337897865931253,1.127723417545784,0.5168948932965627
704.0036,Sontag,Eduardo D.,Eduardo D. Sontag,male,LATIN,-0.9936646299394752,28.486353463600608,0.9968323149697376
704.0039,Roca,Luis,Luis Roca,male,LATIN,-0.9868451536961385,20.63994358520034,0.9934225768480692
704.004,Popa,Mihai,Mihai Popa,male,LATIN,-0.9675982440419832,16.019908287955015,0.9837991220209916
704.0041,Goswami,Debashish,Debashish Goswami,female,LATIN,0.8857779112911213,11.528124098092428,0.9428889556455606
704.0042,Licata,Ignazio,Ignazio Licata,male,LATIN,-0.9877805305100608,21.132043452216543,0.9938902652550304
704.0049,Øbro,Mikkel,Mikkel Øbro,male,LATIN,-0.9896344845304464,21.755801859795472,0.9948172422652232
704.0048,Stroeer,Alexander,Alexander Stroeer,male,LATIN,-0.9909192261912976,22.67225651320545,0.9954596130956488
704.0048,Veitch,John,John Veitch,male,LATIN,-0.9937566823188276,29.55509446965561,0.996878341159414
704.0048,Bloomer,Ed,Ed Bloomer,male,LATIN,-0.9192310177086982,12.64809021071832,0.9596155088543492
704.0048,Clark,James,James Clark,male,LATIN,-0.99113105748722,22.97430121676189,0.99556552874361
704.0048,Christensen,Nelson,Nelson Christensen,male,LATIN,-0.9728741080033608,16.709755869569907,0.9864370540016804
704.0048,Hendry,Martin,Martin Hendry,male,LATIN,-0.9577602487609762,15.068539724736944,0.978880124380488
704.0048,Messenger,Chris,Chris Messenger,male,LATIN,-0.7122346378692479,8.744287037851846,0.856117318934624
704.0048,Meyer,Renate,Renate Meyer,female,LATIN,0.8189207828764289,10.605012931181294,0.9094603914382144
704.0048,Pitkin,Matthew,Matthew Pitkin,male,LATIN,-0.9916152247123122,24.86184093820897,0.995807612356156
704.0048,Toher,Jennifer,Jennifer Toher,female,LATIN,0.9075302760487696,12.208534319101672,0.9537651380243848
704.0048,Umstaetter,Richard,Richard Umstaetter,male,LATIN,-0.9935449691694972,27.869324790621704,0.9967724845847488
704.0048,Woan,Graham,Graham Woan,male,LATIN,-0.934101704255082,13.425549011365728,0.9670508521275408
704.0051,Cohen,Scott M.,Scott M. Cohen,male,LATIN,-0.9886265342784626,21.37000602019161,0.9943132671392312
704.0052,Jaffe,Arthur,Arthur Jaffe,male,LATIN,-0.989106788078737,21.53548510363701,0.9945533940393684
704.0052,Ritter,Gordon,Gordon Ritter,male,LATIN,-0.9882419741250736,21.25478355366368,0.9941209870625368
704.0057,Werner,Philipp,Philipp Werner,male,LATIN,-0.993700220596886,28.77958104759651,0.996850110298443
704.0057,Millis,Andrew J.,Andrew J. Millis,male,LATIN,-0.991638512413114,25.17586747134656,0.995819256206557
704.0055,Ziambaras,Eleni,Eleni Ziambaras,male,LATIN,-0.2806942166834305,4.50049225848434,0.6403471083417153
704.0055,Kleis,Jesper,Jesper Kleis,male,LATIN,-0.9916558468806648,25.496929300055708,0.9958279234403324
704.0055,Hyldgaard,Per,Per Hyldgaard,male,LATIN,-0.924652605994006,12.867528793097431,0.962326302997003
704.0056,Prestipino,Santi,Santi Prestipino,female,LATIN,0.8645933533113994,11.13560165712869,0.9322966766556996
704.0056,Saija,Franz,Franz Saija,male,LATIN,-0.9763172138943804,17.727099253022985,0.9881586069471904
704.0058,Tipler,Frank J.,Frank J. Tipler,male,LATIN,-0.9827958529734482,19.309771321479243,0.991397926486724
704.0061,Rubin,Boris,Boris Rubin,male,LATIN,-0.9688988821434236,16.15099200150702,0.9844494410717116
704.0062,Vinař,Tomáš,Tomáš Vinař,male,LATIN,-0.9935105502209722,27.74498490153884,0.996755275110486
704.0063,Choudhury,Somnath,Somnath Choudhury,male,LATIN,-0.5998908938010648,7.702475062007743,0.7999454469005324
704.0066,Iliev,Bozhidar Z.,Bozhidar Z. Iliev,male,LATIN,-0.9938046857672492,35.26140447924069,0.9969023428836246
704.0069,Robertson,John W.,John W. Robertson,male,LATIN,-0.993796666884561,31.328888085261006,0.9968983334422804
704.007,Yanzhang,He,He Yanzhang,male,LATIN,-0.091679495445599,1.860691261994524,0.5458397477227995
704.007,Chengguang,Bao,Bao Chengguang,male,LATIN,-0.4235417200061526,6.7965719880540325,0.7117708600030763
704.0072,Kosovtsov,Yu. N.,Yu. N. Kosovtsov,male,LATIN,-0.816155234294242,10.58038677336044,0.908077617147121
704.0073,Fujino,Osamu,Osamu Fujino,male,LATIN,-0.9913569644894552,23.478360083460515,0.9956784822447275
704.0076,Gronau,Michael,Michael Gronau,male,LATIN,-0.9784224113911066,18.39984373819987,0.9892112056955532
704.0075,Chen,Chong,Chong Chen,male,LATIN,-0.2494142010487523,3.7768001748780566,0.6247071005243762
704.0075,Liu,Xiang,Xiang Liu,male,LATIN,-0.2446485096359305,3.700278074862711,0.6223242548179653
704.0075,Zhu,Shi-Lin,Shi-Lin Zhu,male,LATIN,-0.9852205678741044,19.96956123590108,0.9926102839370522
704.0078,Mars,Marc,Marc Mars,male,LATIN,-0.9831883306436442,19.45270525260159,0.991594165321822
704.0078,Vera,Raul,Raul Vera,male,LATIN,-0.9912300911317328,23.16493796874332,0.9956150455658664
704.0079,Power,Stephen C.,Stephen C. Power,female,LATIN,0.0056516152489669,0.0027681170586701,0.5028258076244835
704.0079,Solel,Baruch,Baruch Solel,male,LATIN,-0.9765962621844696,17.880294603493514,0.9882981310922349
704.0082,Kurosaki,Tetsuo,Tetsuo Kurosaki,male,LATIN,-0.9915076543900232,24.05319146848357,0.9957538271950116
704.0082,Wadati,Miki,Miki Wadati,female,LATIN,0.0145097517575034,0.7256192913307187,0.5072548758787517
704.0084,Fouxon,Itzhak,Itzhak Fouxon,male,LATIN,-0.9877526683403308,21.12509328614065,0.9938763341701654
704.0084,Livne,Eli,Eli Livne,female,LATIN,0.0261876155565381,0.9672783344957496,0.5130938077782691
704.0086,Vysotsky,Vladislav V.,Vladislav V. Vysotsky,male,LATIN,-0.9937976921298362,31.46261206855823,0.996898846064918
704.0085,Mukhopadhyay,Partha,Partha Mukhopadhyay,male,LATIN,-0.0056715005437926,0.0098149643751754,0.5028357502718963
704.009,Ingber,Lester,Lester Ingber,male,LATIN,-0.9297295752152996,13.128607694128323,0.9648647876076498
704.0091,Minasyan,Ashot,Ashot Minasyan,male,LATIN,-0.9668740408889712,15.953739745634998,0.9834370204444856
704.0092,Gattringer,Christof,Christof Gattringer,male,LATIN,-0.9929516084664702,26.68050393785365,0.9964758042332352
704.0094,Zhao,HongSheng,HongSheng Zhao,male,LATIN,-0.3839778967491263,5.776895091191232,0.6919889483745632
704.0095,Breuillard,Emmanuel,Emmanuel Breuillard,male,LATIN,-0.9545660844950514,14.818760369696218,0.9772830422475256
704.0097,Kawahigashi,Yasuyuki,Yasuyuki Kawahigashi,male,LATIN,-0.9325259630136966,13.308116808859646,0.9662629815068484
704.0098,Raymond,Jack,Jack Raymond,male,LATIN,-0.9829421921152468,19.360707534930423,0.9914710960576234
704.0101,Di Vecchia,Paolo,Paolo Di Vecchia,male,LATIN,-0.8734113306969264,11.280782338823077,0.9367056653484632
704.01,Ida,Daisuke,Daisuke Ida,male,LATIN,-0.7581757900864583,10.129854188127076,0.8790878950432292
704.01,Siino,Masaru,Masaru Siino,male,LATIN,-0.9148028255098022,12.498869780536232,0.9574014127549012
704.0104,Gaiffi,Giovanni,Giovanni Gaiffi,male,LATIN,-0.8531417822556446,10.973913043567322,0.9265708911278224
704.0104,Grassi,Michele,Michele Grassi,female,LATIN,0.5526758480668919,7.461800159781851,0.7763379240334459
704.0102,Herzog,Juergen,Juergen Herzog,male,LATIN,-0.9878693382140378,21.15452423740584,0.9939346691070188
704.0102,Srinivasan,Hema,Hema Srinivasan,female,LATIN,0.8195749082252575,10.610927433063669,0.9097874541126288
704.0103,Gemelli,Gianluca,Gianluca Gemelli,male,LATIN,-0.8502765846188856,10.937240138032704,0.9251382923094428
704.0105,Polterovich,Leonid,Leonid Polterovich,male,LATIN,-0.982662786753207,19.26560470191349,0.9913313933766036
704.0106,Wang,Xin-Nian,Xin-Nian Wang,male,LATIN,-0.9832734376138365,19.48659206270172,0.9916367188069182
704.0106,Zhang,Ben-Wei,Ben-Wei Zhang,male,LATIN,-0.376158791960411,5.657651961814497,0.6880793959802055
704.0108,Gubin,Sergey,Sergey Gubin,male,LATIN,-0.99302440088101,26.769674657886185,0.996512200440505
704.0109,Durgun,Engin,Engin Durgun,male,LATIN,-0.9489767519295224,14.491785600458194,0.9744883759647612
704.0109,Cakir,Deniz,Deniz Cakir,male,LATIN,-0.0344440421515701,1.1421426751028876,0.5172220210757851
704.0109,Ciraci,Salim,Salim Ciraci,male,LATIN,-0.8842732413742738,11.494550852187338,0.9421366206871368
704.0113,Li,Xiaolin,Xiaolin Li,female,LATIN,0.0645327535265438,1.6091432326380355,0.5322663767632719
704.0113,Zhang,Li,Li Zhang,female,LATIN,0.2849757066412162,4.655352054337389,0.6424878533206081
704.0113,Wang,Xinran,Xinran Wang,female,LATIN,0.0682567528236473,1.6613237922910615,0.5341283764118236
704.0113,Sun,Xiaoming,Xiaoming Sun,male,LATIN,-0.1300031010831543,2.2461075991214017,0.5650015505415772
704.0113,Dai,Hongjie,Hongjie Dai,male,LATIN,-0.9916621635048082,25.64537011408797,0.995831081752404
704.0116,Hong,Soon-Tae,Soon-Tae Hong,male,LATIN,-0.167243638243679,2.5512675275097463,0.5836218191218395
704.0115,Ando,Yoshifumi,Yoshifumi Ando,male,LATIN,-0.9865404850014154,20.475197001715976,0.9932702425007076
704.0118,Welander,Paul B.,Paul B. Welander,male,LATIN,-0.992003988904956,25.93351081980603,0.996001994452478
704.0118,Eckstein,James N.,James N. Eckstein,male,LATIN,-0.9913156726951692,23.365209030442564,0.9956578363475846
704.0114,Yao,Dao-Xin,Dao-Xin Yao,male,LATIN,-0.1660572023896478,2.5402372512953195,0.5830286011948239
704.0121,Ahn,Changhyun,Changhyun Ahn,male,LATIN,-0.9868286841270972,20.630308764453986,0.9934143420635486
704.012,Cheng,Xiao-Dong,Xiao-Dong Cheng,male,LATIN,-0.9718561016046808,16.534388327142533,0.9859280508023404
704.012,Li,Hai-Bo,Hai-Bo Li,male,LATIN,-0.3745136011566652,5.634264998086075,0.6872568005783326
704.012,Wang,Yi-Fang,Yi-Fang Wang,female,LATIN,0.7310095663501084,9.110222445562297,0.8655047831750542
704.0124,Coupet,Bernard,Bernard Coupet,male,LATIN,-0.9854947062044824,20.055586566878244,0.9927473531022412
704.0124,Sukhov,Alexandre,Alexandre Sukhov,male,LATIN,-0.993802598660796,32.630169242195564,0.996901299330398
704.0125,Wirth,Jens,Jens Wirth,male,LATIN,-0.9898614910259882,21.867882582032905,0.994930745512994
704.0127,Roshchin,Igor V.,Igor V. Roshchin,male,LATIN,-0.993804356224125,34.197306035254826,0.9969021781120624
704.0127,Schuller,Ivan K.,Ivan K. Schuller,male,LATIN,-0.972007748696321,16.558641268611595,0.9860038743481604
704.0127,Liu,Kai,Kai Liu,male,LATIN,-0.300114474099894,4.916751915477159,0.650057237049947
704.0126,Yang,Huan,Huan Yang,male,LATIN,-0.7133677318035452,8.762955913783978,0.8566838659017726
704.0126,Jia,Ying,Ying Jia,female,LATIN,0.4097727151775734,6.316617419078072,0.7048863575887867
704.0126,Shan,Lei,Lei Shan,female,LATIN,0.2622605222893899,4.01628674352265,0.631130261144695
704.0126,Wen,Hai-Hu,Hai-Hu Wen,female,LATIN,0.9215661401303156,12.73677137051391,0.9607830700651578
704.0126,Zhuang,Chenggang,Chenggang Zhuang,male,LATIN,-0.5399804768313321,7.405869808350218,0.769990238415666
704.0126,Li,Qi,Qi Li,female,LATIN,0.0152751846875731,0.7551746834472506,0.5076375923437866
704.0126,Cui,Yi,Yi Cui,female,LATIN,0.0270739416452607,0.9853702217856984,0.5135369708226304
704.0129,Sorrentino,Alfonso,Alfonso Sorrentino,male,LATIN,-0.9870665648695258,20.779381140857662,0.9935332824347628
704.013,Bouarroudj,Sofiane,Sofiane Bouarroudj,female,LATIN,0.0060001158425277,0.1264347531705822,0.5030000579212639
704.013,Grozman,Pavel,Pavel Grozman,male,LATIN,-0.9915802748110728,24.52218597074024,0.9957901374055363
704.013,Leites,Dimitry,Dimitry Leites,male,LATIN,-0.9735700032205288,16.850205587879017,0.9867850016102644
704.0136,Weng,Zihua,Zihua Weng,male,LATIN,-0.0485517367883876,1.3533219154284022,0.5242758683941938
704.0135,Menicucci,Nicolas C.,Nicolas C. Menicucci,male,LATIN,-0.9732061313871954,16.774313475355687,0.9866030656935976
704.0138,Barausse,Enrico,Enrico Barausse,male,LATIN,-0.9918618459707288,25.85754579321041,0.9959309229853645
704.0138,Hughes,Scott A.,Scott A. Hughes,male,LATIN,-0.9914164180070492,23.66770036988999,0.9957082090035246
704.0138,Rezzolla,Luciano,Luciano Rezzolla,male,LATIN,-0.9813286776951028,18.9057131752139,0.9906643388475512
704.014,Cadoni,Mariano,Mariano Cadoni,male,LATIN,-0.9402199025549802,14.086829844034783,0.97010995127749
704.0149,Gourgoulhon,Eric,Eric Gourgoulhon,male,LATIN,-0.9914844551303824,23.940222921295813,0.9957422275651912
704.015,Gu,Bo,Bo Gu,male,LATIN,-0.3460897940614993,5.297815721072423,0.6730448970307497
704.015,Su,Gang,Gang Su,male,LATIN,-0.4304467387544621,7.020974019225107,0.7152233693772311
704.0154,Eichstaedt,Fabian,Fabian Eichstaedt,male,LATIN,-0.9783318777225118,18.38755197976464,0.989165938861256
704.0154,Leupold,Stefan,Stefan Leupold,male,LATIN,-0.9883791923573004,21.29439118633799,0.9941895961786502
704.0154,Mosel,Ulrich,Ulrich Mosel,male,LATIN,-0.9609184246313848,15.397801285416095,0.9804592123156924
704.0154,Muehlich,Pascal,Pascal Muehlich,male,LATIN,-0.9811827686043676,18.87319147303279,0.990591384302184
704.0155,van der Tak,Floris,Floris van der Tak,female,LATIN,0.1209381498334951,2.159560205082443,0.5604690749167476
704.0155,Schoeier,Fredrik,Fredrik Schoeier,male,LATIN,-0.9916258490827996,24.993027807868103,0.9958129245413998
704.0156,He,Han,Han He,male,LATIN,-0.2604077783806253,3.978155923455666,0.6302038891903127
704.0158,Yang,Huijie,Huijie Yang,female,LATIN,0.1742497692317495,2.6186212828787228,0.5871248846158748
704.0163,Brommer,Peter,Peter Brommer,male,LATIN,-0.9915254695683744,24.149527291428203,0.9957627347841872
704.0164,Rosati,Lilia,Lilia Rosati,female,LATIN,0.9931880007342112,27.004984330622868,0.9965940003671055
704.0166,Saad,Fouad,Fouad Saad,male,LATIN,-0.9733732366530634,16.808452803087672,0.9866866183265316
704.0166,Uranga,Angel M.,Angel M. Uranga,male,LATIN,-0.2695123582058079,4.180710391963572,0.6347561791029039
704.0165,Abu-Hamed,Mohammad,Mohammad Abu-Hamed,male,LATIN,-0.9892963711166256,21.609173937309546,0.9946481855583128
704.0165,Gelaki,Shlomo,Shlomo Gelaki,male,LATIN,-0.9419273830532386,14.190384461848506,0.9709636915266192
704.0169,Calucci,Giorgio,Giorgio Calucci,male,LATIN,-0.9895166465295496,21.702224375582954,0.9947583232647748
704.0167,Eeg,Jan O.,Jan O. Eeg,male,LATIN,-0.3522460552712896,5.361765408476631,0.6761230276356448
704.017,Fausti,Daniele,Daniele Fausti,female,LATIN,0.1189644666244658,2.1370813521888645,0.5594822333122329
704.017,Macovez,Roberto,Roberto Macovez,male,LATIN,-0.9912131158435906,23.129571444640817,0.9956065579217952
704.017,Luzon,Javier,Javier Luzon,male,LATIN,-0.9911507323365136,23.00939117460617,0.9955753661682568
704.017,Rudolf,Petra,Petra Rudolf,female,LATIN,0.9351335644113664,13.510667674600128,0.9675667822056832
704.017,Tristan,Natalia,Natalia Tristan,female,LATIN,0.9909443582809097,22.702046838067726,0.9954721791404548
704.017,Buchner,Bernd,Bernd Buchner,male,LATIN,-0.9929396350662918,26.666597178880085,0.996469817533146
704.017,van Smaalen,Sander,Sander van Smaalen,male,LATIN,-0.9013115929042116,11.962731066508594,0.950655796452106
704.017,Moller,Angela,Angela Moller,female,LATIN,0.9751142156698456,17.24941513322604,0.9875571078349228
704.017,Meyer,Gerd,Gerd Meyer,male,LATIN,-0.8445546391734597,10.86779696684023,0.92227731958673
704.017,Taetz,Timo,Timo Taetz,male,LATIN,-0.9806289212569732,18.75855884769136,0.9903144606284866
704.0174,Botella,Francisco J.,Francisco J. Botella,male,LATIN,-0.9916589591672345,25.56729775651753,0.9958294795836172
704.0174,Nebot,Miguel,Miguel Nebot,male,LATIN,-0.989833144917851,21.853181866309576,0.9949165724589256
704.0175,Amendola,Luca,Luca Amendola,male,LATIN,-0.4258000230087295,6.902990489999029,0.7129000115043648
704.0175,Charmousis,Christos,Christos Charmousis,male,LATIN,-0.990101338910602,22.0017712855598,0.9950506694553012
704.0176,Huang,Jing,Jing Huang,female,LATIN,0.1228243288022903,2.181423528553472,0.5614121644011452
704.0176,Ren,Hao,Hao Ren,male,LATIN,-0.3447511096772311,5.284430046920364,0.6723755548386156
704.0176,Su,Haibin,Haibin Su,male,LATIN,-0.6171156862261682,7.807005285320641,0.8085578431130841
704.0176,Yang,Jinlong,Jinlong Yang,male,LATIN,-0.8185242676007161,10.601444654979844,0.909262133800358
704.0179,Zavatta,Alessandro,Alessandro Zavatta,male,LATIN,-0.9864330698879212,20.423030391616955,0.9932165349439606
704.0179,Parigi,Valentina,Valentina Parigi,female,LATIN,0.983188913198472,19.452933376638807,0.991594456599236
704.0179,Bellini,Marco,Marco Bellini,male,LATIN,-0.976767330589571,17.987312906817007,0.9883836652947856
704.0178,Holst,Bastian,Bastian Holst,male,LATIN,-0.9868018485943768,20.61480597023296,0.9934009242971884
704.0178,Nettelmann,Nadine,Nadine Nettelmann,female,LATIN,0.9769509095940844,18.11652818673852,0.9884754547970422
704.0178,Redmer,Ronald,Ronald Redmer,male,LATIN,-0.9915881773597082,24.58951616107104,0.995794088679854
704.018,Rodin,Vadim,Vadim Rodin,male,LATIN,-0.9916520673747244,25.417608885183977,0.9958260336873622
704.0181,Goh,Joel,Joel Goh,male,LATIN,-0.9829208306837608,19.35310855872905,0.9914604153418805
704.0181,Fushman,Ilya,Ilya Fushman,male,LATIN,-0.820772223159292,10.621844824718757,0.910386111579646
704.0181,Englund,Dirk,Dirk Englund,male,LATIN,-0.9918758698614574,25.86477885996404,0.9959379349307288
704.0181,Vuckovic,Jelena,Jelena Vuckovic,female,LATIN,0.9592714206088022,15.212686714419585,0.9796357103044012
704.0186,Takahashi,Ryo,Ryo Takahashi,male,LATIN,-0.9405622212422664,14.140696102466524,0.9702811106211332
704.0186,Tanimoto,Morimitsu,Morimitsu Tanimoto,male,LATIN,-0.7335377100980083,9.171561589608755,0.8667688550490041
704.0191,Mirny,Leonid A.,Leonid A. Mirny,male,LATIN,-0.9865699492983184,20.48999532460912,0.9932849746491592
704.0191,Kardar,Mehran,Mehran Kardar,male,LATIN,-0.958440038389581,15.130826563591,0.9792200191947904
704.0193,Yuan,Shengjun,Shengjun Yuan,male,LATIN,-0.3083636594549117,4.975400334578371,0.6541818297274559
704.0193,De Raedt,Hans,Hans De Raedt,male,LATIN,-0.9884801485840508,21.32456705834811,0.9942400742920254
704.0193,Miyashita,Seiji,Seiji Miyashita,male,LATIN,-0.9646834946031524,15.776710077839542,0.9823417473015762
704.0196,Piesciuk,Karolina,Karolina Piesciuk,female,LATIN,0.99156457680582,24.40054004971076,0.99578228840291
704.0196,Praszalowicz,Michal,Michal Praszalowicz,male,LATIN,-0.2833236114060582,4.592782679461119,0.6416618057030291
704.0197,Schober,Steffen,Steffen Schober,male,LATIN,-0.9615936884320488,15.484858238383415,0.9807968442160244
704.0195,Drinfeld,Vladimir,Vladimir Drinfeld,male,LATIN,-0.9933062700998868,27.217802914544915,0.9966531350499436
704.0195,Nikshych,Dmitri,Dmitri Nikshych,male,LATIN,-0.991645915600092,25.30062354603013,0.995822957800046
704.0195,Ostrik,Victor,Victor Ostrik,male,LATIN,-0.989144575324572,21.54974576590676,0.994572287662286
704.0199,Müller,Thomas,Thomas Müller,male,LATIN,-0.9935226334688588,27.786842920640257,0.9967613167344294
704.0202,Perdrix,Simon,Simon Perdrix,male,LATIN,-0.9735206376534128,16.839565532770724,0.9867603188267065
704.0201,Wang,Weiqiang,Weiqiang Wang,male,LATIN,-0.7531369250202491,9.845661685561105,0.8765684625101245
704.0203,Lada,Charles J.,Charles J. Lada,male,LATIN,-0.8764304258685951,11.335762567007984,0.9382152129342975
704.0203,Young,Erick,Erick Young,female,LATIN,0.3917996130679111,5.912241904943732,0.6958998065339556
704.0204,Pala,Marco G.,Marco G. Pala,male,LATIN,-0.9815569499617918,18.958814469455657,0.990778474980896
704.0204,König,Jürgen,Jürgen König,male,LATIN,-0.9770494505337468,18.19345279749001,0.9885247252668734
704.0206,Lepri,Stefano,Stefano Lepri,male,LATIN,-0.9785536032318368,18.41792812275207,0.9892768016159184
704.0207,Prakash,M,M Prakash,male,LATIN,-0.0300737689366281,1.0477505959078042,0.5150368844683141
704.0208,Hagge,Tobias J.,Tobias J. Hagge,female,LATIN,0.3692510020457371,5.562905499662922,0.6846255010228686
704.021,Dancer,Andrew,Andrew Dancer,male,LATIN,-0.98851402227005,21.33489972093064,0.994257011135025
704.0211,Kühn,Daniela,Daniela Kühn,female,LATIN,0.939846617244514,14.031220052983253,0.9699233086222572
704.0211,Osthus,Deryk,Deryk Osthus,male,LATIN,-0.9809734021083432,18.82829931602872,0.9904867010541716
704.0209,Park,Sangwook,Sangwook Park,male,LATIN,-0.9022292757620476,11.995418303651732,0.9511146378810238
704.0209,Burrows,David N.,David N. Burrows,male,LATIN,-0.9914768822807692,23.905946190416586,0.9957384411403846
704.0209,Garmire,Gordon P.,Gordon P. Garmire,male,LATIN,-0.991234760464048,23.174887540332737,0.995617380232024
704.0214,Znojil,Miloslav,Miloslav Znojil,male,LATIN,-0.9923349234334322,26.13657202257805,0.996167461716716
704.0215,Puchała,Zbigniew,Zbigniew Puchała,male,LATIN,-0.9586403164960255,15.149942482915687,0.9793201582480128
704.0215,Rolski,Tomasz,Tomasz Rolski,male,LATIN,-0.9937850230275068,30.44394973486057,0.9968925115137534
704.0216,Pankratov,Oleg,Oleg Pankratov,male,LATIN,-0.99380483223086,39.76411935232321,0.99690241611543
704.0218,Pritykin,Yuri,Yuri Pritykin,male,LATIN,-0.324082258275115,5.097519030277122,0.6620411291375575
704.0217,Honig,Michael L.,Michael L. Honig,male,LATIN,-0.9738973607506344,16.923781094501898,0.9869486803753172
704.0219,Gelfand,Joseph D.,Joseph D. Gelfand,male,LATIN,-0.991586250305024,24.57267733997742,0.995793125152512
704.0219,Slane,Patrick O.,Patrick O. Slane,male,LATIN,-0.982701452427049,19.278238585048488,0.9913507262135244
704.0219,Patnaude,Daniel J.,Daniel J. Patnaude,male,LATIN,-0.9901307082981574,22.019470377921056,0.9950653541490788
704.0219,Hughes,John P.,John P. Hughes,male,LATIN,-0.9937280120670248,29.088066389873337,0.9968640060335124
704.0219,Camilo,Fernando,Fernando Camilo,male,LATIN,-0.9828578670850232,19.33104061505319,0.9914289335425116
704.0222,Sanchez-Conde,Miguel A.,Miguel A. Sanchez-Conde,male,LATIN,-0.9910219986889528,22.80011857747684,0.9955109993444764
704.0221,Krauss,Lawrence M.,Lawrence M. Krauss,male,LATIN,-0.98656214554563,20.486054575708955,0.993281072772815
704.0221,Scherrer,Robert J.,Robert J. Scherrer,male,LATIN,-0.9937067016116614,28.84321896070403,0.9968533508058308
704.0223,Lou,Yu-Qing,Yu-Qing Lou,female,LATIN,0.2028019307211885,2.945300166454224,0.6014009653605943
