paper id,last_name,first_name,full_name,gd_gender,gg_gender,genderize_gender,ns_gender,genderize_probability,ns_probability
704.3591,Razaghi,Peyman,Peyman Razaghi,unknown,male,male,male,0.97,0.966777591204967
704.3602,Sanyal,Abhik Kumar,Abhik Kumar Sanyal,male,unknown,male,male,0.98,0.9969022330359164
704.3603,Mossel,Elchanan,Elchanan Mossel,male,male,male,male,1.0,0.9480881084235572
704.3605,Sarisaman,Mustafa,Mustafa Sarisaman,male,male,male,male,0.97,0.9786193802305444
704.3606,Naskar,Tapan,Tapan Naskar,male,male,male,male,0.99,0.963518776605238
704.361,Tanaka,Akinori,Akinori Tanaka,unknown,male,male,male,1.0,0.877011912544632
704.3611,Salim,Samir,Samir Salim,male,male,male,male,0.98,0.9880232987843778
704.3611,Brinchmann,Jarle,Jarle Brinchmann,unknown,male,male,male,0.98,0.9623523483587236
704.3611,Johnson,Benjamin D.,Benjamin D. Johnson,male,male,male,male,0.99,0.9908566469697624
704.3611,Heckman,Timothy M.,Timothy M. Heckman,male,male,male,male,0.99,0.9695573501057796
704.3611,Friedman,Peter G.,Peter G. Friedman,male,male,male,male,0.99,0.9957210579399488
704.3611,Neff,Susan G.,Susan G. Neff,female,female,female,female,0.98,0.895053674456503
704.3611,Small,Todd,Todd Small,male,male,male,male,0.99,0.9968996333068258
704.3611,Wyder,Ted K.,Ted K. Wyder,male,male,male,male,0.98,0.9771162052895804
704.3611,Bianchi,Luciana,Luciana Bianchi,female,female,female,male,0.98,0.9923903962756936
704.3611,Madore,Barry F.,Barry F. Madore,male,male,male,male,0.97,0.7445421920222183
704.3611,Szalay,Alex S.,Alex S. Szalay,unknown,male,male,male,0.9,0.9895023002402946
704.3611,Yi,Sukyoung K.,Sukyoung K. Yi,unknown,unknown,female,female,0.78,0.7780385511384782
704.3617,Storchi-Bergmann,Thaisa,Thaisa Storchi-Bergmann,unknown,unknown,female,female,0.98,0.968330049182208
704.362,Li,Dale,Dale Li,unknown,male,male,male,0.93,0.9923633032186128
704.3624,Lopez,Arturo,Arturo Lopez,male,male,male,male,0.99,0.9957882001229628
704.3626,Frank,Mariana,Mariana Frank,female,female,female,female,0.98,0.9915588887575982
704.3628,Ambainis,Andris,Andris Ambainis,male,male,male,male,0.97,0.9701154330693388
704.3637,Tritschler,Alexandra,Alexandra Tritschler,female,female,female,female,0.98,0.9465713310360436
704.3636,Baik,Jinho,Jinho Baik,unknown,male,male,male,0.98,0.7091717241033859
704.3636,DiFranco,Jeffery,Jeffery DiFranco,male,male,male,male,0.99,0.9941243933214222
704.3639,Tostevin,Filipe,Filipe Tostevin,male,male,male,male,0.99,0.9899003663456624
704.3639,Wolde,Pieter Rein ten,Pieter Rein ten Wolde,male,male,male,male,0.99,0.9953996594682608
704.3644,Mitra,Urbashi,Urbashi Mitra,unknown,unknown,female,female,0.5,0.6226332969523469
704.3643,Woodruff,Allison,Allison Woodruff,unknown,female,female,male,0.93,0.7798601534454906
704.3643,Augustin,Sally,Sally Augustin,female,female,female,male,0.95,0.9955894298169532
704.3653,Brun-Cottan,Francoise,Francoise Brun-Cottan,female,unknown,female,male,0.97,0.9966690995835146
704.3657,Land,Kate,Kate Land,female,female,female,female,0.98,0.9891700894947592
704.3654,Hatsukade,Bunyo,Bunyo Hatsukade,unknown,unknown,male,male,0.92,0.6223450018380587
704.3654,Sakamoto,Seiichi,Seiichi Sakamoto,male,male,male,male,1.0,0.988464587290618
704.3654,Nakanishi,Kouichiro,Kouichiro Nakanishi,unknown,unknown,male,male,1.0,0.9800482196146388
704.3654,Kamegai,Kazuhisa,Kazuhisa Kamegai,unknown,male,male,male,1.0,0.9957198651875568
704.3654,Kawabe,Ryohei,Ryohei Kawabe,unknown,male,male,male,1.0,0.9913391868681593
704.3659,Terao,Haruhiko,Haruhiko Terao,unknown,male,male,male,1.0,0.974080429107578
704.3662,Lin,Jerry,Jerry Lin,unknown,male,male,male,0.97,0.9957010359440572
704.3665,Liu,Deng,Deng Liu,male,unknown,male,male,0.7,0.995184989063344
704.3666,Yokoshi,Nobuhiko,Nobuhiko Yokoshi,unknown,male,male,male,1.0,0.994738683375458
704.3666,Kurihara,Susumu,Susumu Kurihara,male,male,male,male,1.0,0.9459305250099168
704.367,Liu,Hongya,Hongya Liu,unknown,unknown,female,female,0.6,0.6414036743047239
704.3674,Akiyama,Shigeki,Shigeki Akiyama,male,male,male,male,1.0,0.9921895877461806
704.3674,Brunotte,Horst,Horst Brunotte,male,male,male,male,0.98,0.9957934043137276
704.3679,Setare,M R,M R Setare,unknown,unknown,female,female,0.6,0.5079277997859644
704.3683,Goldberg,Leslie Ann,Leslie Ann Goldberg,unknown,female,female,female,0.77,0.9780511316649844
704.369,Angeleri-Hugel,Lidia,Lidia Angeleri-Hugel,female,female,female,male,0.99,0.9884186084736206
704.3696,Johnson,Peter M.,Peter M. Johnson,male,male,male,male,0.99,0.9952571072335352
704.3703,van Wezel,Jasper,Jasper van Wezel,unknown,male,male,male,0.98,0.99344418447989
704.3708,Corominas-Murtra,Bernat,Bernat Corominas-Murtra,unknown,unknown,male,male,0.98,0.9556108696669952
704.3711,Ara,Pere,Pere Ara,unknown,male,male,male,0.97,0.945784647589182
704.3719,Takayanagi,Tadashi,Tadashi Takayanagi,male,male,male,male,1.0,0.9827406204267078
704.372,Pipher,Jill,Jill Pipher,female,female,female,female,0.93,0.6021821870697424
704.372,Wick,Brett,Brett Wick,unknown,male,male,male,0.99,0.9772856604695106
704.3727,Elekes,Márton,Márton Elekes,unknown,male,unknown,male,0.0,0.9929937888838432
704.3727,Keleti,Tamás,Tamás Keleti,unknown,male,male,male,1.0,0.981509917493086
704.3727,Máthé,András,András Máthé,unknown,male,male,male,0.99,0.9873682368094128
704.373,Sevim,Volkan,Volkan Sevim,unknown,male,male,female,0.97,0.5092625228783048
704.373,Rikvold,Per Arne,Per Arne Rikvold,male,male,male,male,0.97,0.995753077250065
704.3729,Lhotel,Elsa,Elsa Lhotel,female,female,female,male,0.98,0.5831895319498921
704.3732,Lounis,Brahim,Brahim Lounis,male,male,male,female,0.98,0.6529857764170792
704.3735,Dighe,Amol,Amol Dighe,male,unknown,male,male,0.9,0.993593401861524
704.3735,Goswami,Srubabati,Srubabati Goswami,unknown,unknown,unknown,female,0.0,0.6852877981497032
704.3735,Roy,Probir,Probir Roy,unknown,unknown,male,male,1.0,0.985447275343102
704.3737,Glockner,Helge,Helge Glockner,male,male,male,male,0.97,0.8254567689812702
704.3739,Ross,Nicholas P.,Nicholas P. Ross,male,male,male,male,0.99,0.9942822690486228
704.3741,Herz,Laura M.,Laura M. Herz,female,female,female,female,0.98,0.994637751846254
704.3748,Miller,Gerald A.,Gerald A. Miller,male,male,male,male,0.99,0.9957412688509736
704.3749,Drutu,Cornelia,Cornelia Drutu,female,female,female,female,0.98,0.9874536240499878
704.3754,Shukla,Alok,Alok Shukla,male,male,male,female,0.99,0.99690241611543
704.3755,Johner,Albert,Albert Johner,male,male,male,male,0.98,0.9957600938829893
704.3758,Ben-Ari,Iddo,Iddo Ben-Ari,male,male,male,male,0.94,0.9879062672397206
704.3759,Ruan,Jianhua,Jianhua Ruan,unknown,unknown,male,male,0.84,0.6052747991936474
704.3762,Szortyka,Marcia,Marcia Szortyka,female,female,female,female,0.98,0.9927233624143657
704.3762,Barbosa,Marcia C.,Marcia C. Barbosa,female,female,female,female,0.98,0.9924845050081952
704.3765,Govyadinov,Alexander A.,Alexander A. Govyadinov,male,male,male,male,0.99,0.9968997248465824
704.3766,Shaw,Robert S.,Robert S. Shaw,male,male,male,male,0.99,0.996062575463472
704.3766,Packard,Norman,Norman Packard,male,male,male,male,0.99,0.945834987581614
704.3766,Swinney,Harry L.,Harry L. Swinney,male,male,male,male,0.98,0.950787811855946
704.377,Song,Taesoo,Taesoo Song,unknown,unknown,male,male,1.0,0.7478119603354434
704.377,Wong,Cheuk-Yin,Cheuk-Yin Wong,unknown,unknown,unknown,male,0.0,0.5470064646305134
704.3769,Glenz,Matthew M.,Matthew M. Glenz,male,male,male,female,1.0,0.5290532059811923
704.3771,Gornerup,Olof,Olof Gornerup,male,male,male,male,0.99,0.9958324721437172
704.3772,Hutsemekers,Damien,Damien Hutsemekers,male,male,male,male,0.99,0.9829043677315792
704.3772,Everett,John E.,John E. Everett,male,male,male,male,0.99,0.9965908330915232
704.3774,Zhang,Fu-Chun,Fu-Chun Zhang,unknown,unknown,unknown,male,0.0,0.5226077741683612
704.3775,Yu,Zhiyong,Zhiyong Yu,unknown,unknown,male,male,0.97,0.6791491877441892
704.3773,Tannous,Sam,Sam Tannous,unknown,male,male,male,0.81,0.7134362152040458
704.378,Rennard,Jean-Philippe,Jean-Philippe Rennard,unknown,unknown,male,male,0.99,0.993650049053628
704.3784,Yazadjiev,Stoytcho S.,Stoytcho S. Yazadjiev,unknown,male,unknown,male,0.0,0.9969013359463008
704.3785,Toro,Tatiana,Tatiana Toro,female,female,female,female,0.98,0.995179543588136
704.3788,Lahini,Yoav,Yoav Lahini,male,male,male,male,0.99,0.9958299482616064
704.3788,Christodoulides,Demetrios N.,Demetrios N. Christodoulides,male,male,male,male,0.99,0.9907800976018444
704.3788,Silberberg,Yaron,Yaron Silberberg,male,male,male,male,0.99,0.954096749164182
704.3786,Asgari,Reza,Reza Asgari,male,male,male,male,0.97,0.8657506350089026
704.379,Li,Hsiang-nan,Hsiang-nan Li,unknown,unknown,unknown,male,0.0,0.605060166936335
704.3795,Kumar,Krishna,Krishna Kumar,unknown,unknown,male,female,0.89,0.6840114250341094
704.3795,Verma,Mahendra K.,Mahendra K. Verma,male,male,male,female,0.99,0.5138954199325061
704.3795,Eswaran,Vinayak,Vinayak Eswaran,male,unknown,male,male,0.99,0.9876486101228008
704.3796,Vahlbruch,Henning,Henning Vahlbruch,male,male,male,male,0.99,0.9520448533685444
704.3803,Ostlin,Goran,Goran Ostlin,male,male,male,male,0.99,0.9870083816381636
704.3794,MacKintosh,Fred C.,Fred C. MacKintosh,male,male,male,male,0.96,0.6376384160961962
704.3794,Levine,Alex J.,Alex J. Levine,unknown,male,male,male,0.9,0.9869867674026144
704.3806,Korotkov,Alexander N.,Alexander N. Korotkov,male,male,male,male,0.99,0.9969021598041112
704.3808,Enemark,Jakob,Jakob Enemark,male,male,male,male,0.99,0.9968814352031908
704.3808,Sneppen,Kim,Kim Sneppen,unknown,female,female,female,0.56,0.6790229987885664
704.3822,Tadmor,Eitan,Eitan Tadmor,male,male,male,male,1.0,0.9919868045157044
704.3824,Shi,Junren,Junren Shi,unknown,unknown,male,male,0.75,0.8188915518519561
704.3824,Xiao,Di,Di Xiao,unknown,female,male,female,0.59,0.5797585639185883
704.3824,Niu,Qian,Qian Niu,male,unknown,female,female,0.7,0.5028703974595127
704.3819,Senesi,Prasad,Prasad Senesi,male,male,male,male,0.99,0.9897571423081538
704.3827,Yin,Furong,Furong Yin,unknown,unknown,female,female,0.55,0.6955631858785506
704.3828,Wei,Zhengjun,Zhengjun Wei,unknown,unknown,male,male,0.83,0.7912133919843151
704.3828,Wang,Jindong,Jindong Wang,unknown,unknown,male,male,1.0,0.965818911896698
704.3828,Guo,Jianping,Jianping Guo,unknown,unknown,male,male,0.82,0.6245935314770621
704.3834,Apostolovska,Gordana,Gordana Apostolovska,female,female,female,female,0.99,0.9957185527086952
704.3834,Ivanova,Violeta,Violeta Ivanova,female,female,female,female,0.98,0.99690241611543
704.3834,Ovcharov,Evgeni,Evgeni Ovcharov,unknown,male,male,female,0.98,0.5032430760393505
704.3836,Doi,Akihiro,Akihiro Doi,male,male,male,male,1.0,0.99460522517778
704.3836,Harada,Keiichiro,Keiichiro Harada,unknown,male,male,male,0.99,0.9937795428174724
704.3836,Suematsu,Kousuke,Kousuke Suematsu,male,male,male,male,1.0,0.9840338453176491
704.3836,Kawai,Eiji,Eiji Kawai,male,male,male,male,0.99,0.9933085617605664
704.3836,Kuboki,Hiromitsu,Hiromitsu Kuboki,unknown,male,male,female,0.99,0.5116081249912652
704.3836,Sorai,Kazuo,Kazuo Sorai,male,male,male,male,0.99,0.9967036100717962
704.3836,Wakamatsu,Ken-ichi,Ken-ichi Wakamatsu,unknown,unknown,male,male,1.0,0.979181000497176
704.3843,Lee,Audrey,Audrey Lee,unknown,female,female,female,0.97,0.8775115389246244
704.3851,Kritsuk,Alexei G.,Alexei G. Kritsuk,unknown,male,male,male,0.98,0.9885380358151526
704.3853,Coussen,Françoise,Françoise Coussen,unknown,female,female,male,0.98,0.9874616289292052
704.3859,Moller,Gunnar,Gunnar Moller,male,male,male,male,0.99,0.9896621504912888
704.3859,Cooper,Nigel R.,Nigel R. Cooper,male,male,male,male,0.99,0.9931762198703116
704.3866,Klainerman,Sergiu,Sergiu Klainerman,unknown,male,male,male,0.99,0.992992025484919
704.3865,Nishiyama,Yoshihiro,Yoshihiro Nishiyama,male,male,male,male,1.0,0.9929506490355676
704.3872,Moll,Victor H.,Victor H. Moll,male,male,male,male,0.99,0.7127649719409328
704.3875,Bloch,Anthony M.,Anthony M. Bloch,male,male,male,male,0.99,0.9894715058619904
704.3875,Leok,Melvin,Melvin Leok,male,male,male,male,0.98,0.9870326807485904
704.3878,Meshkati,Farhad,Farhad Meshkati,male,male,male,male,0.98,0.988392737333894
704.3876,Bondarenko,Ievgen,Ievgen Bondarenko,unknown,unknown,male,male,1.0,0.9633897864504174
704.3876,Kravchenko,Rostyslav,Rostyslav Kravchenko,unknown,male,male,male,0.99,0.9946407692856604
704.3876,Nekrashevych,Volodymyr,Volodymyr Nekrashevych,unknown,male,male,male,1.0,0.9968696265745748
704.3876,Savchuk,Dmytro,Dmytro Savchuk,unknown,male,male,male,0.99,0.99690241611543
704.3876,Sunic,Zoran,Zoran Sunic,male,male,male,male,0.99,0.9759795497632112
704.3881,Guo,Dongning,Dongning Guo,unknown,unknown,male,male,0.8,0.6127121807426938
704.3882,Falcone,Rossella,Rossella Falcone,female,female,female,female,0.99,0.9931861093617944
704.3889,Caillol,Jean-Michel,Jean-Michel Caillol,unknown,unknown,male,male,0.99,0.9680587232563252
704.3889,Weis,Jean-Jacques,Jean-Jacques Weis,unknown,unknown,male,male,0.99,0.9814127306569584
704.3892,Zhang,Yiming,Yiming Zhang,male,unknown,male,male,0.82,0.608515950873924
704.3899,Ono,Kaoru,Kaoru Ono,unknown,female,female,male,0.56,0.9907145756649076
704.3905,Sebag,Michèle,Michèle Sebag,unknown,female,unknown,male,0.0,0.992358760919847
704.3918,Townsend,Paul K.,Paul K. Townsend,male,male,male,male,0.99,0.992256261011513
704.3915,Hurley,Jarrod,Jarrod Hurley,male,male,male,male,1.0,0.9958324297280584
704.3919,Poedts,Stefaan,Stefaan Poedts,unknown,male,male,male,0.99,0.9942667459732736
704.3926,Song,Jianwen,Jianwen Song,unknown,unknown,male,male,0.93,0.5505247771933028
704.3929,Tsubakihara,Kohsuke,Kohsuke Tsubakihara,unknown,male,male,male,1.0,0.9796500940198424
704.3933,Bruers,Stijn,Stijn Bruers,unknown,male,male,male,0.99,0.995781812204414
704.3934,Bornhauser,Sascha,Sascha Bornhauser,unknown,male,male,female,0.97,0.5644155515409126
704.3935,Short,Hamish,Hamish Short,male,male,male,male,0.99,0.9835537076420368
704.3945,Gallot,Guilhem,Guilhem Gallot,unknown,male,male,male,0.98,0.9845664061522524
704.3949,Zhao,Lai,Lai Zhao,unknown,unknown,female,female,0.52,0.702735635254659
704.3947,Springell,R,R Springell,unknown,unknown,male,male,0.65,0.6768260986656748
704.3947,Bouchenoire,L,L Bouchenoire,unknown,unknown,male,male,0.6,0.6104128363967151
704.3947,Wilhelm,F,F Wilhelm,unknown,unknown,male,male,0.77,0.6040783997556498
704.395,Xu,Wang,Wang Xu,male,unknown,male,male,0.64,0.6357853325957366
704.395,Yan,Mu-Lin,Mu-Lin Yan,unknown,unknown,unknown,male,0.0,0.6139126522212204
704.3952,Vogl,Fritz,Fritz Vogl,male,male,male,male,0.95,0.988797715537766
704.3959,Jaouadi,Amine,Amine Jaouadi,male,male,male,male,0.98,0.6279910966913198
704.3959,Telmini,Mourad,Mourad Telmini,male,male,male,male,0.98,0.988244523993236
704.3958,Rodriguez,Brian J.,Brian J. Rodriguez,male,male,male,male,0.99,0.988270776363108
704.3958,Proksch,Roger,Roger Proksch,male,male,male,male,0.98,0.9960275889684554
704.3958,Hohlbauch,Sophia,Sophia Hohlbauch,female,female,female,male,0.97,0.9935041772296884
704.3961,Fargetton,Renan,Renan Fargetton,male,female,male,male,0.96,0.943357426521331
704.3966,Goldstein,Gary R.,Gary R. Goldstein,male,male,male,male,0.99,0.9926967959615852
704.3969,Yang,Sheng,Sheng Yang,unknown,unknown,male,female,0.8,0.5516220531279482
704.3973,Karlovich,Alexei Yu.,Alexei Yu. Karlovich,unknown,male,male,male,0.98,0.9929932230948308
704.398,Zuckerman,Gregg,Gregg Zuckerman,male,male,male,female,0.99,0.5169419776044782
704.3987,Firan,Ana,Ana Firan,female,female,female,female,0.98,0.980528111953972
704.3987,Stroynowski,Ryszard,Ryszard Stroynowski,male,male,male,male,1.0,0.992716128186704
704.399,Raphael,Elie,Elie Raphael,unknown,male,male,female,0.93,0.9935001307782648
704.3994,Chen,Dawei,Dawei Chen,unknown,unknown,male,male,0.97,0.8300147651743439
704.3999,Liu,Chuan,Chuan Liu,unknown,unknown,male,male,0.86,0.8730043286352526
704.4001,Shelton,Jessie,Jessie Shelton,unknown,female,female,male,0.79,0.6977117302453167
704.4001,Torroba,Gonzalo,Gonzalo Torroba,male,male,male,male,0.99,0.993191334047984
705.0001,Natarajan,Aravind,Aravind Natarajan,male,unknown,male,male,0.99,0.97922765294618
705.0003,Janes,Kenneth A.,Kenneth A. Janes,male,male,male,male,0.98,0.8705017551594603
705.0012,Silver,Daniel S.,Daniel S. Silver,male,male,male,male,0.99,0.9911240982175874
705.0016,Rangamani,Mukund,Mukund Rangamani,male,unknown,male,male,0.99,0.5217689223005568
705.0017,Viamontes,George F.,George F. Viamontes,male,male,male,male,0.98,0.9958027095873072
705.0017,Markov,Igor L.,Igor L. Markov,male,male,male,male,0.99,0.99690241611543
705.003,Lamb,Frederick K.,Frederick K. Lamb,male,male,male,male,0.99,0.9955929467067932
705.0027,Wang,Xiang-Yu,Xiang-Yu Wang,unknown,unknown,unknown,female,0.0,0.5201083466671179
705.0027,Razzaque,Soebur,Soebur Razzaque,unknown,unknown,unknown,male,0.0,0.7783630956915392
705.0027,Dai,Zi-Gao,Zi-Gao Dai,unknown,unknown,unknown,male,0.0,0.627859448057162
705.0028,Su,Shufang,Shufang Su,unknown,unknown,female,female,0.69,0.6607548688950695
705.0033,McCutcheon,Randall,Randall McCutcheon,male,male,male,male,0.99,0.9845885781122654
705.0038,Li,Ji,Ji Li,unknown,unknown,male,male,0.79,0.5200064656193407
705.0047,Hofmann,Holger F.,Holger F. Hofmann,male,male,male,male,0.99,0.9957763342671986
705.0047,Ono,Takafumi,Takafumi Ono,unknown,male,male,male,1.0,0.9702762070794856
705.0043,Dayanik,Savas,Savas Dayanik,male,unknown,male,male,0.97,0.9840897708261992
705.0051,Pimentel,Luis O.,Luis O. Pimentel,male,male,male,male,0.99,0.9954925559511528
705.0061,Liu,Chunlei,Chunlei Liu,unknown,unknown,male,male,0.81,0.9691967587691744
705.0067,Mashhoon,Bahram,Bahram Mashhoon,unknown,male,male,male,0.99,0.949419693240248
705.0068,Sahu,Narendra,Narendra Sahu,unknown,unknown,male,male,0.99,0.5059088009671387
705.0066,Biller,Beth A.,Beth A. Biller,female,female,female,female,0.97,0.9817690617038896
705.0066,Close,Laird M.,Laird M. Close,male,male,male,male,0.95,0.9856772887087374
705.0066,Kulesa,Craig,Craig Kulesa,male,male,male,male,0.99,0.995738613209582
705.007,Castravet,Ana-Maria,Ana-Maria Castravet,unknown,unknown,female,female,0.98,0.9957613774831046
705.0069,Chen,Xiaohong,Xiaohong Chen,unknown,unknown,female,male,0.74,0.987513983469374
705.0073,Horvai,Péter,Péter Horvai,unknown,male,male,male,0.95,0.995830227422822
705.0074,Ma,Ernest,Ernest Ma,male,male,male,male,0.98,0.9865565145900524
705.0076,Kim,Seunghwan,Seunghwan Kim,unknown,unknown,male,male,0.99,0.9641710803906268
705.0078,Gros,Claudius,Claudius Gros,male,male,male,male,0.97,0.6062636704302452
705.0081,Chee,Yeow Meng,Yeow Meng Chee,unknown,unknown,male,male,0.85,0.7610182554432685
705.0081,Ling,San,San Ling,unknown,unknown,male,female,0.53,0.6066559067745526
705.0084,Kim,Woong-Tae,Woong-Tae Kim,unknown,unknown,unknown,male,0.0,0.6300969308161012
705.0087,Noh,Jae Dong,Jae Dong Noh,unknown,unknown,male,male,0.87,0.6441146526883794
705.0089,Motter,Adilson E.,Adilson E. Motter,male,unknown,male,male,0.99,0.9881508921874712
705.0099,Avron,Joseph E.,Joseph E. Avron,male,male,male,male,0.99,0.9951636433745796
705.0099,Bachmann,Sven,Sven Bachmann,male,male,male,male,0.99,0.9915091450702372
705.0099,Klich,Israel,Israel Klich,unknown,male,male,male,0.98,0.9902993635517784
705.0106,Keys,Aaron S.,Aaron S. Keys,male,male,male,male,0.99,0.9875522166767922
705.0106,Glotzer,Sharon C.,Sharon C. Glotzer,female,female,female,female,0.98,0.7075252528210088
705.0105,Ganguli,Tapas,Tapas Ganguli,unknown,male,male,male,0.96,0.9813306445875544
705.0105,Bhattacharya,Arnab,Arnab Bhattacharya,male,unknown,male,male,1.0,0.9838909897975062
705.0112,Diaz-Alonso,Joaquin,Joaquin Diaz-Alonso,male,unknown,male,male,0.99,0.9787713301506564
705.0123,Gursoy,Mustafa Cenk,Mustafa Cenk Gursoy,male,male,male,male,0.97,0.995805441035408
705.0128,Akin,Sami,Sami Akin,unknown,male,male,male,0.95,0.6770818848569108
705.013,Wang,Qingyun,Qingyun Wang,unknown,unknown,male,female,0.61,0.5172006553572461
705.0135,Xiao,Yimin,Yimin Xiao,unknown,unknown,male,male,0.85,0.9915766916219954
705.0137,Mohapatra,Niharika,Niharika Mohapatra,female,unknown,female,female,0.98,0.9790028863164502
705.0147,Hebri,Srikanth,Srikanth Hebri,male,unknown,male,female,0.99,0.9954122622256358
705.0151,Davoudiasl,Hooman,Hooman Davoudiasl,male,male,male,male,0.98,0.9947419451203224
705.0148,Abe,Sumiyoshi,Sumiyoshi Abe,unknown,unknown,male,male,1.0,0.62445905626418
705.0156,Safi,Ines,Ines Safi,unknown,female,female,male,0.98,0.7995563057810459
705.0158,Kish,Laszlo B.,Laszlo B. Kish,male,unknown,male,male,0.96,0.9955680411945502
705.0169,Di Stefano,Rosanne,Rosanne Di Stefano,female,female,female,female,0.98,0.992739989069791
705.0169,Schwamb,Megan,Megan Schwamb,female,female,female,female,0.96,0.8565999422351653
705.0171,de Boer,Wim,Wim de Boer,unknown,male,male,male,0.99,0.9675528106015988
705.0171,Huhtinen,Mika,Mika Huhtinen,unknown,male,male,female,0.73,0.980885781372868
705.0168,Meerschaert,Mark M.,Mark M. Meerschaert,male,male,male,male,0.99,0.9871957005341688
705.0168,Nane,Erkan,Erkan Nane,male,male,male,male,0.97,0.9878666104911198
705.0172,Essin,Andrew M.,Andrew M. Essin,male,male,male,male,0.99,0.9956618886975148
705.0174,Chen,Yu-Ao,Yu-Ao Chen,unknown,unknown,unknown,male,0.0,0.5299305268829335
705.0174,Chen,Shuai,Shuai Chen,unknown,unknown,male,male,0.84,0.642806444099191
705.0174,Mair,Alois,Alois Mair,unknown,male,male,male,0.96,0.5221702181236082
705.0165,Hui,Lam,Lam Hui,unknown,male,male,male,0.57,0.990647006746992
705.0165,May,Morgan,Morgan May,unknown,male,male,female,0.89,0.5239778927186083
705.0176,Zou,Lu,Lu Zou,female,unknown,female,female,0.57,0.6825922875202827
705.0176,Basnet,Prem,Prem Basnet,male,female,male,male,0.94,0.6979037787612833
705.0178,Parakh,Abhishek,Abhishek Parakh,male,unknown,male,male,1.0,0.9927189162962564
705.0183,White,Stuart A.,Stuart A. White,male,male,male,male,0.99,0.9961187076422896
705.0187,Saremi,Saeed,Saeed Saremi,male,male,male,male,0.98,0.9882065261277374
705.0206,Buks,Eyal,Eyal Buks,male,male,male,male,0.99,0.995692747142188
705.0214,Moakher,Maher,Maher Moakher,male,male,male,male,0.98,0.8747207573245196
705.0225,Crovisier,Sylvain,Sylvain Crovisier,male,male,male,male,0.99,0.9691857636366928
705.0223,Monthus,Cecile,Cecile Monthus,female,female,female,male,0.98,0.9673360317944522
705.0233,Hu,Jiangping,Jiangping Hu,unknown,unknown,male,male,0.71,0.6970543440189705
705.0233,Hong,Yiguang,Yiguang Hong,unknown,unknown,male,male,0.67,0.854205035892543
705.0238,Melia,Fulvio,Fulvio Melia,male,male,male,male,0.99,0.9898039995672764
705.0241,Pardy,Miroslav,Miroslav Pardy,male,male,male,male,0.99,0.9906725605992862
705.0242,Esposito,Giampiero,Giampiero Esposito,unknown,male,male,male,0.99,0.9927414241338444
705.0242,Miele,Gennaro,Gennaro Miele,male,male,male,male,0.99,0.9969006402441496
705.0256,Olafsson,Gestur,Gestur Olafsson,unknown,male,male,male,1.0,0.9902989319884123
705.026,Oberg,Karin I.,Karin I. Oberg,female,female,female,female,0.97,0.9211122626260164
705.026,Awad,Zainab,Zainab Awad,female,female,female,female,0.98,0.9598156269622654
705.0254,Faessler,Amand,Amand Faessler,female,male,female,female,0.58,0.9475021545904194
705.0254,Lyubovitskij,Valery E.,Valery E. Lyubovitskij,unknown,male,female,male,0.57,0.9881797051229946
705.0254,Ma,Yong-Liang,Yong-Liang Ma,unknown,unknown,unknown,male,0.0,0.5928354559086461
705.0263,Forte,Filomena,Filomena Forte,female,female,female,female,0.99,0.9936381785186452
705.0265,Kim,Wontae,Wontae Kim,unknown,male,male,male,1.0,0.6270542251030978
705.0268,Abdalla,Elcio,Elcio Abdalla,unknown,unknown,male,male,0.99,0.9810500719326432
705.0269,Walther,Guenther,Guenther Walther,male,unknown,male,female,0.98,0.9241261406391889
705.0272,Barman,Travis S.,Travis S. Barman,male,male,male,male,0.99,0.986179287944114
705.0274,Kerkyacharian,Gérard,Gérard Kerkyacharian,unknown,male,male,male,1.0,0.9953460367564908
705.0277,Ohe,Jun-ichiro,Jun-ichiro Ohe,unknown,unknown,male,male,1.0,0.8948479658490216
705.0277,Takeuchi,Akihito,Akihito Takeuchi,unknown,male,male,male,0.99,0.9866859685939848
705.0277,Tatara,Gen,Gen Tatara,unknown,unknown,male,female,0.7,0.505267442347725
705.0279,Deng,Fu-Guo,Fu-Guo Deng,unknown,unknown,unknown,male,0.0,0.6394578544717006
705.0279,Zhou,Hong-Yu,Hong-Yu Zhou,unknown,unknown,unknown,female,0.0,0.5164020289522351
705.0285,Gair,Jonathan R.,Jonathan R. Gair,male,male,male,male,0.99,0.9957960710854692
705.0288,Japhet,Caroline,Caroline Japhet,female,female,female,female,0.98,0.9880796371207018
705.0288,Maday,Yvon,Yvon Maday,unknown,male,male,male,0.84,0.5174113576267331
705.0287,Bloxham,Gabe,Gabe Bloxham,male,male,male,male,0.93,0.8783741217470047
705.0292,Schuch,Norbert,Norbert Schuch,male,male,male,male,0.99,0.9949031970688524
705.0295,Yurkov,Mikhail,Mikhail Yurkov,male,male,male,male,0.99,0.9969021781120624
705.0303,Alday,Luis F.,Luis F. Alday,male,male,male,male,0.99,0.9954188981893254
705.0305,Krolik,Julian H.,Julian H. Krolik,unknown,male,male,male,0.98,0.966227219091081
705.0315,Amini,Omid,Omid Amini,male,male,male,male,0.99,0.9943360025656008
705.032,Kamerdzhiev,Vsevolod,Vsevolod Kamerdzhiev,male,male,male,male,1.0,0.99690241611543
705.032,Zhang,Xiao-Long,Xiao-Long Zhang,unknown,unknown,unknown,male,0.0,0.6047341619703644
