paper id,last_name,first_name,full_name,gd_gender,gg_gender,genderize_gender,ns_gender,genderize_probability,ns_probability
709.3547,Hou,Qing-Hu,Qing-Hu Hou,unknown,unknown,unknown,male,0.0,0.6403255848314843
709.3545,Jiang,Wenxin,Wenxin Jiang,unknown,unknown,female,female,0.56,0.5073085050301355
709.3568,Sun,Ya-Wen,Ya-Wen Sun,unknown,unknown,female,male,1.0,0.5209471554026671
709.3618,Zou,Liang-Jian,Liang-Jian Zou,unknown,unknown,unknown,male,0.0,0.5534342435544388
709.3672,Chang,Tzu-Ching,Tzu-Ching Chang,unknown,unknown,unknown,female,0.0,0.5536366806744719
709.3672,Peterson,Jeffrey B.,Jeffrey B. Peterson,male,male,male,male,0.99,0.9904939619764755
709.3683,Nurujjaman,Md.,Md. Nurujjaman,unknown,unknown,unknown,male,0.0,0.9919329268399638
709.3689,Ming-Xue,Liao,Liao Ming-Xue,unknown,unknown,male,male,0.55,0.5316389184380106
709.3721,Pello,Roser,Roser Pello,female,female,female,male,0.98,0.9802960152609186
709.3731,Solanki,Sami K.,Sami K. Solanki,unknown,male,male,male,0.95,0.593998039814857
709.3738,Hemming,Samuli,Samuli Hemming,unknown,male,male,male,1.0,0.9238158536848826
709.3758,Lorenz,Larissa,Larissa Lorenz,female,female,female,female,0.98,0.9838803636644912
709.3797,Blank,Bertram,Bertram Blank,male,male,male,male,0.97,0.992192641894731
709.3802,Brady,Noel,Noel Brady,unknown,male,male,male,0.93,0.995499293041282
709.3843,Looney,Leslie W.,Leslie W. Looney,unknown,female,female,female,0.77,0.7649397032173372
709.3861,Moiseyev,Nimrod,Nimrod Moiseyev,male,male,male,male,0.98,0.99690241611543
709.3871,Wu,Xiang-Ping,Xiang-Ping Wu,unknown,unknown,unknown,male,0.0,0.5051853966094727
709.3884,Tsagaris,Theodoros,Theodoros Tsagaris,male,male,male,male,0.99,0.994426885530968
709.3891,Bhowmick,Samrat,Samrat Bhowmick,male,unknown,male,male,0.98,0.8796513699406667
709.3892,Karmakar,Soumen,Soumen Karmakar,unknown,male,male,male,0.99,0.9599716344908772
709.3898,Blennow,Mattias,Mattias Blennow,male,male,male,male,0.99,0.9968446362209914
709.394,Roy,Sourov,Sourov Roy,unknown,unknown,male,male,1.0,0.9425026177535722
709.3942,Sasaki,Chihiro,Chihiro Sasaki,female,female,female,female,0.84,0.5094964512172385
709.395,Wallet,J-C.,J-C. Wallet,unknown,unknown,unknown,male,0.0,0.5449232102832865
709.3952,Santoso,Yudi,Yudi Santoso,female,unknown,male,female,0.83,0.5142160584464177
709.3978,Pascale,Piermarco,Piermarco Pascale,unknown,unknown,male,male,1.0,0.9950833399702946
709.3982,Juhász,Róbert,Róbert Juhász,unknown,male,unknown,male,0.0,0.9947064988013756
709.3992,Tagliaferri,Gianpiero,Gianpiero Tagliaferri,male,male,male,male,0.99,0.9932696726281444
709.3992,Sgro',Carmelo,Carmelo Sgro',male,male,male,female,0.99,0.5064047588180698
709.4,Roberts,Winston,Winston Roberts,male,male,male,male,0.98,0.9934649718392804
709.4001,Shen,Y,Y Shen,unknown,unknown,male,male,0.74,0.7411847756954233
709.4044,Lazopoulos,Achilleas,Achilleas Lazopoulos,unknown,male,male,male,0.99,0.9968718418366872
709.4048,Kong,Joseph S.,Joseph S. Kong,male,male,male,male,0.99,0.9957649097147784
709.4068,Weng,Yuxiang,Yuxiang Weng,unknown,unknown,male,male,0.78,0.9966730357930532
709.4109,Kuang,Le-Man,Le-Man Kuang,unknown,unknown,male,male,1.0,0.585219535394084
709.4122,Røysland,Kjetil,Kjetil Røysland,unknown,male,male,male,0.99,0.9968953309382602
709.4121,Mandal,Sudhansu S.,Sudhansu S. Mandal,unknown,unknown,male,male,0.98,0.6275093801467702
709.418,Wei,Tzu-Chieh,Tzu-Chieh Wei,unknown,unknown,male,female,1.0,0.6190691101382756
709.4182,Casper,Frederick,Frederick Casper,male,male,male,male,0.99,0.993316728080446
709.4196,Jeon,Sangyong,Sangyong Jeon,unknown,unknown,male,male,0.98,0.8446416908344796
709.42,Chen,Xueying,Xueying Chen,unknown,unknown,female,female,0.88,0.7148853005071909
709.4218,Contarato,Devis,Devis Contarato,unknown,male,male,male,0.98,0.6360302610305175
709.4224,Irving,Alan C.,Alan C. Irving,male,male,male,male,0.99,0.9863972542673506
709.423,Yau,Horng-Tzer,Horng-Tzer Yau,unknown,unknown,unknown,male,0.0,0.7000235350316546
709.4243,Grushka,Ya. I.,Ya. I. Grushka,unknown,unknown,male,female,0.59,0.5788743045875945
709.427,Young,Leslie A.,Leslie A. Young,unknown,female,female,female,0.77,0.8519132542313405
709.427,Bagenal,Fran,Fran Bagenal,unknown,female,male,male,0.95,0.619848664353329
709.427,Buratti,Bonnie,Bonnie Buratti,unknown,female,female,female,0.9,0.9529531350915464
709.4281,Olkin,Cathy,Cathy Olkin,female,female,female,female,0.98,0.9695783597637482
709.4288,Hersman,Christopher B.,Christopher B. Hersman,male,male,male,male,0.99,0.987452752988378
709.4288,Herder,Timothy S.,Timothy S. Herder,male,male,male,male,0.99,0.9813755539743994
709.4311,Qian,Zhixin,Zhixin Qian,unknown,unknown,male,male,0.82,0.5107230570798168
709.4314,Wang,Xiang-Bin,Xiang-Bin Wang,unknown,unknown,unknown,male,0.0,0.6395358616092256
709.4325,Majhi,Bibhas Ranjan,Bibhas Ranjan Majhi,unknown,unknown,male,male,1.0,0.98846295671199
709.4329,Zhu,Shi-Liang,Shi-Liang Zhu,unknown,unknown,unknown,male,0.0,0.5114096755048724
709.4334,Lenczewski,Romuald,Romuald Lenczewski,male,male,male,male,0.99,0.9968905891788624
709.434,Coniglio,Lucie,Lucie Coniglio,female,female,female,female,0.99,0.9911849045964558
709.4411,Lehmann,Juliane,Juliane Lehmann,female,female,female,female,0.97,0.8933124544500005
709.4428,Hill,Matthew E.,Matthew E. Hill,male,male,male,male,1.0,0.994754875620812
709.4428,Cooper,Kim A.,Kim A. Cooper,unknown,female,female,female,0.56,0.5588675464711229
709.4428,Ho,George C.,George C. Ho,male,male,male,male,0.98,0.9954050785771694
709.4428,Williams,Bruce D.,Bruce D. Williams,male,male,male,male,0.98,0.9890457769587456
709.4443,Holder,Gilbert,Gilbert Holder,male,male,male,male,0.98,0.9820631622768454
709.4446,Dijkgraaf,Robbert,Robbert Dijkgraaf,male,male,male,male,0.98,0.9958207031520816
709.4516,Manousakis,Efstratios,Efstratios Manousakis,male,male,male,male,1.0,0.9968962646437788
709.4543,Lejeune,François-Xavier,François-Xavier Lejeune,unknown,unknown,male,male,1.0,0.995403330725143
709.4512,Leibowitz,Elia,Elia Leibowitz,unknown,female,male,male,0.59,0.8731184509600401
709.4547,Pan,Nana,Nana Pan,unknown,female,female,female,0.82,0.9679117315352186
709.4579,Masuda,Mikiya,Mikiya Masuda,female,unknown,male,female,0.89,0.6670197961281166
709.4587,Ohyama,Yousuke,Yousuke Ohyama,male,male,male,male,1.0,0.9821509618747316
709.4596,Vidal,Guifre,Guifre Vidal,unknown,unknown,male,male,1.0,0.8750268999230354
709.4611,Kundu,Anjan,Anjan Kundu,male,unknown,male,male,0.96,0.8542245242816374
709.4634,Graczyk,Krzysztof M.,Krzysztof M. Graczyk,male,male,male,male,1.0,0.9936795580958228
709.4656,Tsallis,Constantino,Constantino Tsallis,male,male,male,male,0.98,0.9725978593339673
709.466,Hu,Bambi,Bambi Hu,female,female,female,female,0.72,0.6438314582274974
709.4665,Nguyen,Dung,Dung Nguyen,unknown,unknown,male,male,0.76,0.6295792338828035
710.0003,Wu,Yanling,Yanling Wu,unknown,unknown,female,female,0.95,0.7135711461514395
710.0009,Lipowska,Dorota,Dorota Lipowska,female,female,female,male,0.98,0.7125135891810105
710.0013,Willsky,Alan S.,Alan S. Willsky,male,male,male,male,0.99,0.994986847658162
710.002,Noori,Moslem,Moslem Noori,unknown,unknown,male,male,0.99,0.9826197050426017
710.0054,Chigrin,Dmitry N.,Dmitry N. Chigrin,male,male,male,male,1.0,0.9969003107010256
710.0048,Site,Luigi Delle,Luigi Delle Site,male,male,male,male,0.99,0.8617191379539262
710.0073,Rodrigues,João P.,João P. Rodrigues,unknown,male,male,male,0.99,0.9958126032653456
710.0079,Ivanova,Tatiana A.,Tatiana A. Ivanova,female,female,female,female,0.98,0.9969023978074786
710.0086,Grosche,Gesine,Gesine Grosche,unknown,female,female,female,0.95,0.870767360722479
710.0096,Podolak,Morris,Morris Podolak,male,male,male,male,0.98,0.9838412916849512
710.0095,Zhu,Yufan,Yufan Zhu,unknown,unknown,male,male,0.74,0.6696172990828952
710.0105,Manin,Dmitrii,Dmitrii Manin,unknown,male,male,male,1.0,0.6970738532794135
710.0117,Wang,Jinliang,Jinliang Wang,unknown,unknown,male,male,1.0,0.712563760116186
710.0117,Di,Zengru,Zengru Di,unknown,unknown,unknown,female,0.0,0.5036309621746813
710.0137,Huang,Wenjin,Wenjin Huang,unknown,unknown,female,male,0.52,0.5030148930220165
710.0158,Pfeiffer,Harald P.,Harald P. Pfeiffer,male,male,male,male,0.99,0.9958069824384992
710.0175,Zhang,Mingliang,Mingliang Zhang,unknown,unknown,male,male,0.95,0.8101745253810951
710.0191,Turyshev,Slava G.,Slava G. Turyshev,unknown,male,male,male,0.91,0.9689996029550154
710.022,Mitra--Delmotte,Gargi,Gargi Mitra--Delmotte,female,unknown,female,female,0.7,0.6203179687531933
710.0224,Labini,Francesco Sylos,Francesco Sylos Labini,male,male,male,male,0.99,0.9965106991884948
710.0239,Mohseni,Morteza,Morteza Mohseni,unknown,male,male,male,0.98,0.9609607880225004
710.0241,Malyarenko,Anatoliy,Anatoliy Malyarenko,male,male,male,male,0.99,0.9665300087008016
710.0253,Kwon,Jae-Hoon,Jae-Hoon Kwon,unknown,male,male,male,1.0,0.9863783409479264
710.027,Krishnamurthy,Supriya,Supriya Krishnamurthy,female,unknown,female,male,0.92,0.9676251617697292
710.027,El-Ansary,Sameh,Sameh El-Ansary,male,female,male,male,0.83,0.7015942008867033
710.0269,Scholz,Erhard,Erhard Scholz,male,male,male,male,0.98,0.9969013725622036
710.0326,Hrivnák,Jiří,Jiří Hrivnák,unknown,male,unknown,male,0.0,0.995539619394108
710.0331,Sharma,Rishi,Rishi Sharma,male,unknown,male,male,0.98,0.99690241611543
710.0399,Bumby,Richard T.,Richard T. Bumby,male,male,male,male,0.99,0.9968916693479916
710.0409,Lai,Chunhui,Chunhui Lai,unknown,unknown,male,male,0.75,0.5760104463402785
710.0412,Mendes,Tereza,Tereza Mendes,female,female,female,female,0.99,0.9911281135398176
710.0438,Ohta,Kazutoshi,Kazutoshi Ohta,unknown,male,male,male,1.0,0.9669218613976024
710.045,Madsen,Lars Bojer,Lars Bojer Madsen,male,male,male,male,0.99,0.9957296436514298
710.0452,Bondyopadhaya,Nilanjan,Nilanjan Bondyopadhaya,unknown,unknown,male,unknown,0.98,
710.0461,Nieminen,Timo A.,Timo A. Nieminen,male,male,male,male,0.99,0.9685941553440276
710.0461,Rubinsztein-Dunlop,Halina,Halina Rubinsztein-Dunlop,female,female,female,female,0.98,0.9920234704587458
710.0479,Khazen,Khashayar,Khashayar Khazen,unknown,male,male,male,0.99,0.9881370848855856
710.0482,Thygesen,Kristian S.,Kristian S. Thygesen,unknown,male,male,male,0.99,0.8915669393018402
710.0494,Dominguez-Palmero,Lilian,Lilian Dominguez-Palmero,female,female,female,female,0.73,0.9362428968131364
710.0514,Gomez,Facundo,Facundo Gomez,male,male,male,male,0.98,0.9936412476981384
710.0541,Gail,Tobias A.,Tobias A. Gail,male,male,male,male,1.0,0.9948724562999762
710.062,Danielsson,Ulf H.,Ulf H. Danielsson,unknown,male,male,male,0.98,0.9956241186061936
710.0626,Metlitski,Max A.,Max A. Metlitski,male,male,male,male,0.98,0.990953343748465
710.0625,Broderick,Avery E.,Avery E. Broderick,unknown,unknown,male,female,0.67,0.5409930848989917
710.0632,Koyama,Yusei,Yusei Koyama,male,unknown,male,male,1.0,0.9509951089900676
710.0634,Lushnikov,Pavel M.,Pavel M. Lushnikov,male,male,male,male,0.98,0.99690241611543
710.0646,Shigemitsu,Junko,Junko Shigemitsu,female,female,female,female,0.95,0.5446400394399431
710.0658,Prabhakar,Balaji,Balaji Prabhakar,male,unknown,male,male,0.99,0.9936966888525764
710.0675,van Leeuwen,Joeri,Joeri van Leeuwen,unknown,male,male,male,0.99,0.9762468500579184
710.0678,Wan,Xiangang,Xiangang Wan,unknown,unknown,male,male,1.0,0.9575429255450142
710.0688,Pelavas,Nicos,Nicos Pelavas,male,unknown,male,male,0.98,0.9871284886904144
710.0694,Leiker,Patrick S.,Patrick S. Leiker,male,male,male,male,0.99,0.9913254984613984
710.0745,Olteanu,Madalina,Madalina Olteanu,female,female,female,female,0.97,0.9900968858720572
710.0755,Gupta,Shamik,Shamik Gupta,unknown,unknown,male,male,0.95,0.7311591773890949
710.0788,Ruggiero,Matteo Luca,Matteo Luca Ruggiero,male,male,male,male,0.99,0.9956597922810154
710.0785,Takagi,Shin-ichiro,Shin-ichiro Takagi,unknown,unknown,male,male,1.0,0.9883614155416636
710.0791,Bini,Donato,Donato Bini,male,male,male,male,0.99,0.8911652851881497
710.0812,Soukoulis,Costas M.,Costas M. Soukoulis,male,male,male,male,0.98,0.9957813332985356
710.0814,Dunsby,Peter K. S.,Peter K. S. Dunsby,male,male,male,male,0.99,0.9962895391362712
710.0832,da Rocha,Roldao,Roldao da Rocha,unknown,unknown,male,male,0.9,0.9945834195806538
710.0841,Gavrilik,Alexandre M.,Alexandre M. Gavrilik,unknown,male,male,male,0.99,0.957781649755548
710.0856,Werner,Wendelin,Wendelin Werner,unknown,male,male,male,0.9,0.5112280092676038
710.0858,Temme,Kristan,Kristan Temme,unknown,female,male,female,0.74,0.5236411949379826
710.0871,Butler,Raymond J.,Raymond J. Butler,male,male,male,male,0.99,0.9957860254931916
710.0878,Sadowski,Aleksander,Aleksander Sadowski,male,male,male,male,0.99,0.995754749509976
710.0908,Zhang,Jianfeng,Jianfeng Zhang,unknown,unknown,male,male,0.94,0.7100462071176366
710.092,Beloborodov,Andrei M.,Andrei M. Beloborodov,male,male,male,male,0.97,0.9968969420379784
710.0926,Thurston,Dylan P.,Dylan P. Thurston,unknown,male,male,male,0.98,0.994964399924832
710.0931,Raghunathan,Rajamani,Rajamani Raghunathan,unknown,unknown,male,male,0.93,0.5332089486071533
710.0932,Mohan,Shyam,Shyam Mohan,male,male,male,male,0.98,0.9935587491959692
710.0934,Jujo,Takanobu,Takanobu Jujo,unknown,unknown,male,male,1.0,0.936194000862061
710.0942,Cadel,Agnese,Agnese Cadel,female,female,female,female,0.99,0.988180184353226
710.0974,Gangopadhyay,Sunandan,Sunandan Gangopadhyay,unknown,unknown,male,male,1.0,0.9559848764745208
710.1062,Jensen,Adam G.,Adam G. Jensen,male,male,male,female,0.98,0.9958280711430876
710.1053,Paskunas,Vytautas,Vytautas Paskunas,male,male,male,male,0.99,0.9932982349815992
710.1065,Kennedy,Grant M.,Grant M. Kennedy,male,male,male,male,0.99,0.9827790727457728
710.1108,Lu,Tingting,Tingting Lu,unknown,unknown,female,female,0.97,0.503572378418767
710.1138,Trivini,Aurora,Aurora Trivini,female,female,female,male,0.98,0.8945952576324548
710.1148,Takami,Michihiro,Michihiro Takami,unknown,male,male,male,0.99,0.9935044717666588
710.1173,Alexandrou,Constantia,Constantia Alexandrou,unknown,unknown,female,female,0.95,0.9867280532890262
710.1173,Koutsou,Giannis,Giannis Koutsou,unknown,male,male,male,0.99,0.9535425911669084
710.1173,Liu,Zhaofeng,Zhaofeng Liu,unknown,unknown,male,male,1.0,0.6244395730004287
710.1182,Boutros,Joseph J.,Joseph J. Boutros,male,male,male,male,0.99,0.9829578438126204
710.1197,Morganti,Raffaella,Raffaella Morganti,female,female,female,female,0.99,0.9884237894569224
710.1205,Mazars,Jacky,Jacky Mazars,unknown,male,male,male,0.72,0.6104882876602488
710.1226,Shakour,Naser,Naser Shakour,male,male,male,male,0.97,0.9866197970964352
710.1241,Graf,Matthias J.,Matthias J. Graf,male,male,male,male,1.0,0.9968376975074325
710.124,Arrigler,Vesna,Vesna Arrigler,female,female,female,female,0.98,0.9877261433759482
710.1248,Adaricheva,Kira,Kira Adaricheva,female,female,female,female,0.85,0.9968165701315824
710.127,Elvang,Henriette,Henriette Elvang,female,female,female,female,0.98,0.7216109358425778
710.127,Freedman,Daniel Z.,Daniel Z. Freedman,male,male,male,male,0.99,0.9907468091979932
710.1272,Succi,Sauro,Sauro Succi,unknown,male,male,male,0.99,0.9898048045101612
710.1316,Stange,Katherine E.,Katherine E. Stange,female,female,female,female,0.98,0.9950757060922344
710.1334,Tsukamoto,Mitsuaki,Mitsuaki Tsukamoto,unknown,male,male,male,1.0,0.9821835603041196
710.1407,Wang,Dongliang,Dongliang Wang,unknown,unknown,male,male,0.94,0.996901354254252
710.1407,Ma,Yanwei,Yanwei Ma,unknown,unknown,male,male,0.7,0.99442200008931
710.1407,Zhang,Xianping,Xianping Zhang,unknown,unknown,male,male,1.0,0.5249127785817158
710.1426,Brown,Kenneth S.,Kenneth S. Brown,male,male,male,male,0.98,0.8087852562263038
710.1429,Betschart,Gerold,Gerold Betschart,male,male,male,male,0.98,0.9957300136603684
710.1437,Kronfeld,Andreas S.,Andreas S. Kronfeld,male,male,male,male,0.99,0.9944815672334734
710.144,Busso,Giorgia,Giorgia Busso,female,female,female,female,0.99,0.9868682150280986
710.1469,Kim,Dae San,Dae San Kim,unknown,unknown,male,female,0.96,0.5028458324859967
710.1482,Karkare,Amey,Amey Karkare,unknown,unknown,male,female,0.65,0.7027140169177131
710.1482,Khedker,Uday,Uday Khedker,male,male,male,male,0.99,0.9796122931942232
710.1499,Kaski,Petteri,Petteri Kaski,unknown,male,male,male,0.99,0.9448890794215826
710.15,Riley,Julia M.,Julia M. Riley,female,female,female,male,0.97,0.8789528191076755
710.1512,Glodariu,Tudor,Tudor Glodariu,male,male,male,male,0.84,0.9882435591066272
710.1543,Didry,Manon,Manon Didry,female,female,female,female,0.96,0.794116591184918
710.1559,Garay,Iñaki,Iñaki Garay,unknown,male,male,male,1.0,0.8232792892813546
710.1568,Arutyunov,Gleb,Gleb Arutyunov,male,male,male,male,0.99,0.99690241611543
710.1601,Goicoechea,Javier R.,Javier R. Goicoechea,male,male,male,male,0.99,0.995798586243792
710.1601,Gerin,Maryvonne,Maryvonne Gerin,unknown,female,female,female,0.98,0.9808244265123952
710.1615,Zhang,Shengyu,Shengyu Zhang,unknown,unknown,male,male,0.78,0.544881051387782
710.1623,Fedorchuk,Maksym,Maksym Fedorchuk,male,male,male,female,1.0,0.7105576784197277
710.1632,Wang,Lian-Tao,Lian-Tao Wang,unknown,unknown,unknown,male,0.0,0.6023696342583473
710.1638,Padi,Megha,Megha Padi,female,female,female,female,0.93,0.984828324616884
710.1641,Bose,Prosenjit,Prosenjit Bose,unknown,unknown,male,male,1.0,0.8582549857160061
710.1641,Dujmovic,Vida,Vida Dujmovic,female,female,female,female,0.86,0.9795903251749054
710.1652,Seideman,Tamar,Tamar Seideman,unknown,female,female,female,0.87,0.5777676760126276
710.1653,Cook,Lewis,Lewis Cook,male,male,male,female,0.98,0.6445962995924266
710.1663,Mori,Kaya,Kaya Mori,unknown,female,male,female,0.83,0.9003797878141317
710.1684,Nastase,Horatiu,Horatiu Nastase,unknown,unknown,male,male,0.99,0.9935116426558392
710.1689,Fisenko,Sergey P.,Sergey P. Fisenko,male,male,male,male,1.0,0.9952743975184474
710.1747,Kettunen,Lauri,Lauri Kettunen,unknown,male,female,male,0.55,0.7277914259342098
710.1803,Buizert,Christo,Christo Buizert,male,unknown,male,male,0.98,0.9883667338667986
710.1803,Tarucha,Seigo,Seigo Tarucha,male,male,male,male,1.0,0.9911474528637202
710.1812,Xu,Jiajun,Jiajun Xu,unknown,unknown,male,male,0.88,0.7882711550911228
710.1819,Chen,Hong-Yi,Hong-Yi Chen,unknown,unknown,female,male,0.5,0.5073773337392408
710.1853,Buonsante,Pierfrancesco,Pierfrancesco Buonsante,unknown,male,male,male,0.99,0.995713520887948
710.1863,Wilson,Christine D.,Christine D. Wilson,female,female,female,female,0.99,0.9603435034583748
710.1889,Hero,Alfred O.,Alfred O. Hero,male,male,male,male,0.98,0.996292083941508
710.1896,Zhu,Weiwei,Weiwei Zhu,unknown,unknown,female,female,0.63,0.5126262279472107
710.1896,Archibald,Anne M.,Anne M. Archibald,female,female,female,male,0.97,0.995674417561166
710.1916,Chen,Xiaogang,Xiaogang Chen,unknown,unknown,male,male,1.0,0.9968896188574412
710.192,Hassibi,Babak,Babak Hassibi,male,male,male,male,0.98,0.988354641637275
710.1924,Abbasi-Yadkori,Yasin,Yasin Abbasi-Yadkori,male,male,male,male,0.97,0.96261968858082
710.1957,Kcira,Dorian,Dorian Kcira,unknown,male,male,male,0.98,0.7464791648795712
710.1958,Wu,Puxun,Puxun Wu,unknown,unknown,unknown,male,0.0,0.6965452875274165
710.2009,White,Chris D.,Chris D. White,unknown,male,male,male,0.9,0.7063341440760352
710.2046,Stancu,Fl.,Fl. Stancu,unknown,unknown,unknown,male,0.0,0.5971050599994431
710.2056,Rea,Nanda,Nanda Rea,unknown,female,female,female,0.79,0.9752198274745169
710.2058,Huitu,Katri,Katri Huitu,female,female,female,female,0.91,0.9938564503091416
710.2061,Beretta,Gian Paolo,Gian Paolo Beretta,male,male,male,male,0.98,0.9932843692410146
710.2082,Duan,Jinqiao,Jinqiao Duan,unknown,unknown,female,female,0.5,0.977581389347713
710.2083,Moser,Flavia,Flavia Moser,female,female,female,male,0.98,0.9643514931011352
710.2157,Guo,Yicheng,Yicheng Guo,unknown,unknown,male,male,0.83,0.8533655467620584
710.2175,D'Aloisio,Anson,Anson D'Aloisio,male,male,male,male,0.96,0.9759560314608696
710.2187,Yan,Yu-Liang,Yu-Liang Yan,unknown,unknown,unknown,male,0.0,0.5071231736541467
710.2187,Li,Xiao-Mei,Xiao-Mei Li,unknown,unknown,female,female,1.0,0.6359743689416467
710.2186,Wiesenfeldt,Sören,Sören Wiesenfeldt,unknown,male,male,female,0.99,0.9941592455642556
710.2211,Heinloth,Franziska,Franziska Heinloth,female,female,female,female,0.97,0.9798157109968024
710.2221,Bhattacharya,Srijit,Srijit Bhattacharya,unknown,unknown,male,male,1.0,0.8643143012974189
710.227,Liu,Guo-Zhu,Guo-Zhu Liu,unknown,unknown,unknown,male,0.0,0.6267469801619829
710.2272,Uhrig,Götz S.,Götz S. Uhrig,unknown,male,male,male,1.0,0.991605982493069
710.2286,Urbina,Juan D.,Juan D. Urbina,male,male,male,male,0.98,0.9875057819032208
710.2289,Alvarez,Ezequiel,Ezequiel Alvarez,male,male,male,female,0.99,0.9885135375432604
710.2314,Kwon,Woojin,Woojin Kwon,male,unknown,male,male,0.94,0.9684425477025118
710.2356,Giacometti,Achille,Achille Giacometti,male,male,male,male,0.98,0.7112181550789595
710.2381,Kong,Desheng,Desheng Kong,unknown,unknown,male,male,1.0,0.7857827714681388
710.2383,Miao,Haixing,Haixing Miao,unknown,unknown,male,male,0.75,0.6168927983876122
710.2383,Fan,Yaohui,Yaohui Fan,unknown,unknown,male,male,0.93,0.6753814802408635
710.2386,Klen,Riku,Riku Klen,male,male,male,male,0.97,0.9520885995685632
710.2399,Wu,Yuefang,Yuefang Wu,unknown,unknown,female,female,0.86,0.6666902586007463
710.2402,Ni,Xiao-Hui,Xiao-Hui Ni,unknown,unknown,female,female,1.0,0.5542396414538606
710.2407,Xue,Zheng-Yuan,Zheng-Yuan Xue,unknown,unknown,unknown,male,0.0,0.6864193572776054
710.241,Mehta,Dhagash,Dhagash Mehta,unknown,unknown,male,male,1.0,0.5272141200438201
710.2415,Rai,Santosh Kumar,Santosh Kumar Rai,male,female,male,male,0.98,0.9876394912202472
710.2416,Kang,Sin Kyu,Sin Kyu Kang,unknown,unknown,male,male,0.6,0.6318853848986352
710.2421,Auffèves,Alexia,Alexia Auffèves,female,female,female,female,0.97,0.9788677655715652
710.2427,Worek,Malgorzata,Malgorzata Worek,female,unknown,female,female,0.97,0.5310683299960398
710.2471,Mohammad-Rafiee,Farshid,Farshid Mohammad-Rafiee,male,male,male,male,0.98,0.9757642830461009
710.2532,Young,Maxwell,Maxwell Young,male,male,male,male,0.98,0.911427685964222
710.2552,Vuissoz,Christel,Christel Vuissoz,female,female,female,female,0.96,0.8613819636441846
710.2557,Windhorst,Rogier A.,Rogier A. Windhorst,unknown,male,male,male,0.98,0.9958307586714285
710.2583,Bassler,Kevin E.,Kevin E. Bassler,male,male,male,male,0.99,0.9946143969787232
710.2594,Nowak,U,U Nowak,unknown,unknown,male,male,0.84,0.5182491011251052
710.2604,Wong,Tai,Tai Wong,unknown,male,male,male,0.71,0.5843568484908708
710.2617,Yan,Huirong,Huirong Yan,unknown,unknown,female,female,0.89,0.5354066108526506
710.2635,Takakuwa,Shigehisa,Shigehisa Takakuwa,unknown,unknown,male,male,1.0,0.813045399998831
710.2639,Hou,Defu,Defu Hou,unknown,unknown,male,male,0.85,0.8146338776485086
710.264,Ho,Pei-Ming,Pei-Ming Ho,unknown,unknown,unknown,male,0.0,0.5116608078522419
710.267,Lytken,Else,Else Lytken,female,female,female,female,0.94,0.9919382771605072
710.2687,Huang,Yi-Zhi,Yi-Zhi Huang,unknown,unknown,male,female,1.0,0.5033160492277847
710.2693,Klvana,Mirek,Mirek Klvana,unknown,unknown,male,male,0.99,0.9909879989951612
710.2697,Gronwall,Caryl,Caryl Gronwall,unknown,female,female,female,0.71,0.7018311450539011
710.2697,Blanc,Guillermo A.,Guillermo A. Blanc,male,male,male,male,0.99,0.5855595500194583
710.2704,Wu,Jiahong,Jiahong Wu,unknown,unknown,male,male,0.79,0.636570140983427
710.2721,Krishnamurthy,Srinivasan,Srinivasan Krishnamurthy,unknown,unknown,male,male,0.98,0.8953770113896465
710.2734,Sen,Sutapa,Sutapa Sen,unknown,female,female,female,0.9,0.8769906528354393
710.2746,Wu,Yuefeng,Yuefeng Wu,unknown,unknown,male,male,0.89,0.5152933089236659
710.2761,Alonso-Herrero,Almudena,Almudena Alonso-Herrero,female,female,female,female,0.99,0.9877863448178876
710.2752,Feng,Zhaoyang,Zhaoyang Feng,unknown,unknown,male,male,0.93,0.6111696960019187
710.2752,Hu,Haibing,Haibing Hu,unknown,unknown,male,male,0.89,0.7076221048254914
710.2828,Singh,Dheeraj,Dheeraj Singh,male,unknown,male,male,1.0,0.9691935274062482
710.2834,Hernandez-Galeana,Albino,Albino Hernandez-Galeana,male,male,male,male,0.98,0.9877695042171218
710.2836,Sun,Wenxiang,Wenxiang Sun,unknown,unknown,male,male,0.82,0.6259891963295084
710.2836,Zhou,Yunhua,Yunhua Zhou,unknown,unknown,female,female,0.58,0.6459727109613422
710.284,Meissner,Krzysztof A.,Krzysztof A. Meissner,male,male,male,male,1.0,0.9967021271277374
710.2889,Mohri,Mehryar,Mehryar Mohri,unknown,unknown,male,male,0.97,0.9900232183158756
710.2899,Kanekar,Nissim,Nissim Kanekar,male,male,male,male,0.99,0.9654640337798788
710.2915,Burko,Lior M.,Lior M. Burko,unknown,male,male,male,0.86,0.6446556609390489
710.2931,Grossman,Madeleine,Madeleine Grossman,female,female,female,male,0.98,0.9955768314638184
710.2964,Hashimoto,Yasufumi,Yasufumi Hashimoto,unknown,male,male,male,1.0,0.9526804882104024
710.3,Gangopadhyay,Debashis,Debashis Gangopadhyay,unknown,male,male,male,0.99,0.6170831739863838
710.3001,Komornik,Vilmos,Vilmos Komornik,unknown,male,male,male,1.0,0.986105254482978
710.3002,Liu,Hailiang,Hailiang Liu,unknown,unknown,male,male,1.0,0.7128104748690612
