paper id,last_name,first_name,full_name
704.03,Kim,Philip,Philip Kim
704.017,Luzon,Javier,Javier Luzon
704.0424,Shao,Ming,Ming Shao
704.1463,Bordenave,Charles,Charles Bordenave
704.1174,Katz,Gabriel,Gabriel Katz
704.0339,Tessarotto,Massimo,Massimo Tessarotto
704.0258,Guerra,Diego,Diego Guerra
704.0138,Barausse,Enrico,Enrico Barausse
704.0125,Wirth,Jens,Jens Wirth
705.0467,Avin,Chen,Chen Avin
704.0281,Richard,Denis,Denis Richard
705.2829,Grushevsky,Samuel,Samuel Grushevsky
704.0297,Rosswog,Stephan,Stephan Rosswog
704.0375,Dayma,Guillaume,Guillaume Dayma
704.2767,Chen,Yuan,Yuan Chen
704.0154,Muehlich,Pascal,Pascal Muehlich
704.0655,De Lee,Nathan,Nathan De Lee
704.0126,Li,Qi,Qi Li
704.0898,Bekaert,Xavier,Xavier Bekaert
704.0007,Corichi,Alejandro,Alejandro Corichi
704.1765,Yan,Lin,Lin Yan
704.0337,Golse,François,François Golse
704.066,Barnett,Ryan,Ryan Barnett
704.074,Nipoti,Carlo,Carlo Nipoti
704.1503,Morrison,Scott,Scott Morrison
704.0346,Hamaguchi,Kenji,Kenji Hamaguchi
704.0937,Popovych,Roman,Roman Popovych
704.0806,Shen,Yue,Yue Shen
704.3377,Collister,Adrian,Adrian Collister
706.0331,Lin,Fei,Fei Lin
704.1439,Öttl,Anton,Anton Öttl
704.0009,Chapman,Nicholas,Nicholas Chapman
704.0233,Mannella,Riccardo,Riccardo Mannella
704.015,Su,Gang,Gang Su
704.3287,Edelman,Alan,Alan Edelman
704.0126,Jia,Ying,Ying Jia
704.1173,Lin,Qiang,Qiang Lin
704.0095,Breuillard,Emmanuel,Emmanuel Breuillard
704.0928,Nawata,Satoshi,Satoshi Nawata
704.26,Gonzalez-Meneses,Juan,Juan Gonzalez-Meneses
704.3157,Leone,Nicola,Nicola Leone
704.0285,Potemski,Marek,Marek Potemski
704.0039,Roca,Luis,Luis Roca
705.2162,Wódkiewicz,Krzysztof,Krzysztof Wódkiewicz
705.0295,Yurkov,Mikhail,Mikhail Yurkov
704.2081,Cortissoz,Jean,Jean Cortissoz
704.0325,Naert,Antoine,Antoine Naert
704.2179,Hollenbach,David J.,David J. Hollenbach
704.0831,Ephremides,Anthony,Anthony Ephremides
704.1279,Schweinsberg,Aaron,Aaron Schweinsberg
704.0947,Lim,Jeremy,Jeremy Lim
704.0154,Eichstaedt,Fabian,Fabian Eichstaedt
704.0196,Praszalowicz,Michal,Michal Praszalowicz
704.3247,Wu,Hong,Hong Wu
704.1278,Bildsten,Lars,Lars Bildsten
704.0219,Camilo,Fernando,Fernando Camilo
704.0464,Lyman,Edward,Edward Lyman
704.0292,Soyez,Gregory,Gregory Soyez
704.0424,Li,Cheng,Cheng Li
704.124,Fradkin,Eduardo,Eduardo Fradkin
705.0322,Dunningham,Jacob,Jacob Dunningham
704.1232,Berger,Ch.,Ch. Berger
704.1886,Resende,Pedro,Pedro Resende
704.0646,Tegmark,Max,Max Tegmark
704.0863,Podsiadlowski,Ph.,Ph. Podsiadlowski
706.0231,Liu,Xiao,Xiao Liu
704.0343,Roth,Roland,Roland Roth
704.0075,Liu,Xiang,Xiang Liu
704.1654,Hudson,Michael J.,Michael J. Hudson
704.2053,Omont,Alain,Alain Omont
704.2842,Mejia,Francisco,Francisco Mejia
705.204,Levinson,Amir,Amir Levinson
704.1191,Robinson,Sarah,Sarah Robinson
704.0181,Englund,Dirk,Dirk Englund
704.185,Clark,David A.,David A. Clark
704.0174,Nebot,Miguel,Miguel Nebot
704.0308,Deng,Ke,Ke Deng
704.0215,Rolski,Tomasz,Tomasz Rolski
705.0373,Sonner,Julian,Julian Sonner
704.0239,Dzubiella,Joachim,Joachim Dzubiella
704.0216,Pankratov,Oleg,Oleg Pankratov
704.2141,Timokhin,Andrey,Andrey Timokhin
704.2196,Misselt,Karl,Karl Misselt
704.0261,Markevitch,Maxim,Maxim Markevitch
704.0369,Pronin,Alexey,Alexey Pronin
704.0154,Mosel,Ulrich,Ulrich Mosel
704.0655,Kent,Steve,Steve Kent
704.0218,Pritykin,Yuri,Yuri Pritykin
704.1598,Lai,Dong,Dong Lai
704.1879,Andersson,Johan,Johan Andersson
704.0352,Wolf,Th.,Th. Wolf
705.0779,Du,Xu,Xu Du
704.0498,Lasserre,Thierry,Thierry Lasserre
704.1039,Bourgeois,Frédéric,Frédéric Bourgeois
704.3585,Ratti,Claudia,Claudia Ratti
704.0876,Schachermayer,Walter,Walter Schachermayer
704.0909,Azzali,Sara,Sara Azzali
705.2308,Campanelli,Leonardo,Leonardo Campanelli
704.0534,Griesche,Axel,Axel Griesche
704.0255,Frieman,Joshua,Joshua Frieman
704.0351,Marecki,Andrzej,Andrzej Marecki
704.1561,Vénéreau,Stéphane,Stéphane Vénéreau
704.2444,Zheng,Zheng,Zheng Zheng
704.059,Koetter,Ralf,Ralf Koetter
706.1663,Hollenstein,Lukas,Lukas Hollenstein
704.2779,Dieckelmann,Jonas,Jonas Dieckelmann
704.0248,Weder,Ricardo,Ricardo Weder
704.0347,Chihara,Hiroyuki,Hiroyuki Chihara
704.081,Villa,Fabrizio,Fabrizio Villa
704.0392,Kaiser,Marcus,Marcus Kaiser
704.001,Ovchinnikov,Sergei,Sergei Ovchinnikov
704.0417,Baumgartner,Bernhard,Bernhard Baumgartner
704.0824,Diaz,Rafael,Rafael Diaz
704.0169,Calucci,Giorgio,Giorgio Calucci
704.0868,Goldoni,Guido,Guido Goldoni
704.318,Basu,Rahul,Rahul Basu
705.0099,Bachmann,Sven,Sven Bachmann
704.2512,Hein,Georg,Georg Hein
704.0245,Travaglini,Gabriele,Gabriele Travaglini
704.0193,De Raedt,Hans,Hans De Raedt
705.0917,Müller,Carsten,Carsten Müller
704.1183,Yan,Min,Min Yan
704.2466,Bouville,Mathieu,Mathieu Bouville
704.1717,Roehrle,Gerhard,Gerhard Roehrle
704.0932,Kang,Xi,Xi Kang
704.0535,Matteucci,Francesca,Francesca Matteucci
704.0181,Fushman,Ilya,Ilya Fushman
704.0322,Jin,Zhen,Zhen Jin
704.1614,Sumi,Takahiro,Takahiro Sumi
704.1294,Sidky,Ahmed,Ahmed Sidky
704.085,Shiroishi,Masahiro,Masahiro Shiroishi
704.279,Zhang,Fan,Fan Zhang
704.3308,Halmagyi,Nick,Nick Halmagyi
704.2668,Bedo,Justin,Justin Bedo
704.0449,Braun,Volker,Volker Braun
704.2627,Mueller,Holger,Holger Mueller
704.1003,Acharya,Amit,Amit Acharya
704.3307,Giiovannini,Mauro,Mauro Giiovannini
704.086,Kaaniche,Mohamed,Mohamed Kaaniche
704.0181,Goh,Joel,Joel Goh
704.052,Martina,Luigi,Luigi Martina
704.0124,Coupet,Bernard,Bernard Coupet
705.0835,Shattuck,Jeffrey,Jeffrey Shattuck
704.0701,Balembois,Francois,Francois Balembois
704.21,Balmaverde,Barbara,Barbara Balmaverde
704.017,Buchner,Bernd,Bernd Buchner
704.34,De Roeck,Wojciech,Wojciech De Roeck
704.3315,Matsui,Makoto,Makoto Matsui
704.0204,König,Jürgen,Jürgen König
704.0057,Millis,Andrew J.,Andrew J. Millis
705.0225,Crovisier,Sylvain,Sylvain Crovisier
704.0361,Chatzigeorgiou,Ioannis,Ioannis Chatzigeorgiou
705.3107,Delucchi,Emanuele,Emanuele Delucchi
704.0319,Dong,Bing,Bing Dong
704.2404,Falgari,Pietro,Pietro Falgari
704.0832,Raymond,Sean,Sean Raymond
704.0789,Wolfe,Michael A.,Michael A. Wolfe
704.0495,Pracna,Petr,Petr Pracna
705.118,Janzing,Dominik,Dominik Janzing
704.0855,Kaiser,Robin,Robin Kaiser
705.1806,Devroye,Luc,Luc Devroye
704.0974,Yamamoto,Atsushi,Atsushi Yamamoto
704.0253,Cieza,Lucas,Lucas Cieza
705.2077,Visser,Matt,Matt Visser
704.1865,Zhou,Ping,Ping Zhou
705.0572,Walker-Loud,Andre,Andre Walker-Loud
704.2256,Mierzejewski,Marcin,Marcin Mierzejewski
704.0498,Motta,Dario,Dario Motta
704.1078,Oosawa,Akira,Akira Oosawa
704.1791,Sivers,Dennis,Dennis Sivers
704.0578,Giordano,Silvia,Silvia Giordano
704.0156,He,Han,Han He
704.2497,Misiorny,Maciej,Maciej Misiorny
704.1196,Yang,Qing,Qing Yang
704.0892,Zhan,Meng,Meng Zhan
704.1796,Ma,Jin,Jin Ma
704.0896,Holovatch,Yu.,Yu. Holovatch
704.3755,Johner,Albert,Albert Johner
704.1409,HengShuai,Yao,Yao HengShuai
704.1238,Weissauer,Rainer,Rainer Weissauer
704.1101,Zabrocki,Mike,Mike Zabrocki
704.1975,Gutkin,Eugene,Eugene Gutkin
704.1611,Khanin,Konstantin,Konstantin Khanin
704.0338,Tonck,André,André Tonck
707.4119,Yang,Kun,Kun Yang
704.2034,Corti,Alessio,Alessio Corti
704.0621,Poltoratski,Alexei,Alexei Poltoratski
704.0335,Pagès,Gilles,Gilles Pagès
704.0428,Ciardi,David R.,David R. Ciardi
704.2757,Jaksch,Dieter,Dieter Jaksch
705.2029,Mena,Olga,Olga Mena
704.0483,Mizushima,Takeshi,Takeshi Mizushima
705.0178,Parakh,Abhishek,Abhishek Parakh
705.0176,Zou,Lu,Lu Zou
704.1924,Arndt,Marcel,Marcel Arndt
704.1736,Broadbent,Anne,Anne Broadbent
704.01,Ida,Daisuke,Daisuke Ida
704.2809,Wudka,Jose,Jose Wudka
704.0211,Kühn,Daniela,Daniela Kühn
705.142,Falguières,Sébastien,Sébastien Falguières
704.1475,Abraham,Romain,Romain Abraham
704.3024,Cassan,Arnaud,Arnaud Cassan
704.0751,Bracci,Filippo,Filippo Bracci
704.1068,Nannicini,Giacomo,Giacomo Nannicini
704.0822,Sasakura,Naoki,Naoki Sasakura
704.114,Velasco,Enrique,Enrique Velasco
705.461,Carbone,Vincenzo,Vincenzo Carbone
704.3398,Redmond,Timothy,Timothy Redmond
705.369,Quoy,Mathias,Mathias Quoy
705.4,Hassani,Mehdi,Mehdi Hassani
704.0858,Herrb,Matthieu,Matthieu Herrb
704.3365,Nishikawa,Ken,Ken Nishikawa
704.1241,Krenke,Thorsten,Thorsten Krenke
704.0697,Tsumura,Koji,Koji Tsumura
704.3773,Tannous,Sam,Sam Tannous
704.0048,Toher,Jennifer,Jennifer Toher
704.0562,Guelachvili,Guy,Guy Guelachvili
704.1172,Sun,Zhe,Zhe Sun
704.2327,Sasano,Yusuke,Yusuke Sasano
704.0655,Holtzman,Jon,Jon Holtzman
705.0292,Schuch,Norbert,Norbert Schuch
704.2389,Papathanasiou,Georgios,Georgios Papathanasiou
704.1518,dAlessio,Paola,Paola dAlessio
704.0098,Raymond,Jack,Jack Raymond
704.0724,Kang,Ning,Ning Kang
704.1321,Brask,Anders,Anders Brask
704.1373,Lawall,Julia,Julia Lawall
704.0254,Eboli,Oscar,Oscar Eboli
704.0219,Patnaude,Daniel J.,Daniel J. Patnaude
704.0574,Pont,Frederic,Frederic Pont
704.3824,Niu,Qian,Qian Niu
704.1841,Valenti,Jeff,Jeff Valenti
704.3055,Friedel,Jacques,Jacques Friedel
704.0583,Dadarlat,Marius,Marius Dadarlat
704.0678,Cable,Hugo,Hugo Cable
704.0103,Gemelli,Gianluca,Gianluca Gemelli
704.0105,Polterovich,Leonid,Leonid Polterovich
705.1489,Losada,Marta,Marta Losada
704.0221,Scherrer,Robert J.,Robert J. Scherrer
704.052,Soliani,Giulio,Giulio Soliani
704.0197,Schober,Steffen,Steffen Schober
704.0186,Takahashi,Ryo,Ryo Takahashi
704.3824,Xiao,Di,Di Xiao
704.3958,Proksch,Roger,Roger Proksch
704.0343,Baumgartl,Jörg,Jörg Baumgartl
705.2225,Borys,Colin,Colin Borys
708.3224,Xu,Zhi,Zhi Xu
705.1768,Nori,Franco,Franco Nori
704.09,Doucot,Benoit,Benoit Doucot
704.0245,Zoubos,Konstantinos,Konstantinos Zoubos
704.1108,Dytrych,Tomas,Tomas Dytrych
704.3772,Hutsemekers,Damien,Damien Hutsemekers
705.1245,Rouquier,Raphael,Raphael Rouquier
706.1183,Bao,Ling,Ling Bao
704.244,Tavanfar,Alireza,Alireza Tavanfar
704.2839,Kuntschner,Harald,Harald Kuntschner
704.1378,Strickland,Neil,Neil Strickland
704.0316,Liske,Jochen,Jochen Liske
705.3017,Mielczarek,Jakub,Jakub Mielczarek
704.3421,Piepmeyer,Greg,Greg Piepmeyer
706.146,Sahimi,Muhammad,Muhammad Sahimi
706.2211,Zhao,Wen,Wen Zhao
704.0661,de Fernex,Tommaso,Tommaso de Fernex
704.1459,Ferenczi,Valentin,Valentin Ferenczi
704.0688,Peres,Yuval,Yuval Peres
704.086,Simache,Cristina,Cristina Simache
704.0261,Clowe,Douglas,Douglas Clowe
704.081,Leonardi,Rodrigo,Rodrigo Leonardi
704.039,Troubetzkoy,Serge,Serge Troubetzkoy
704.2984,Morini,Massimiliano,Massimiliano Morini
704.0701,Chenais,Sebastien,Sebastien Chenais
704.0449,Kreuzer,Maximilian,Maximilian Kreuzer
706.1146,Capozziello,Salvatore,Salvatore Capozziello
704.35,Darmont,Jérôme,Jérôme Darmont
704.1377,Saito,Hiroki,Hiroki Saito
705.2194,Kuiroukidis,A,A Kuiroukidis
704.1377,Kawaguchi,Yuki,Yuki Kawaguchi
704.0907,Zakka-Bajjani,Eva,Eva Zakka-Bajjani
705.1964,Zhao,Nan,Nan Zhao
704.0016,Li,Tong,Tong Li
704.2881,Agatsuma,Kazuhiro,Kazuhiro Agatsuma
704.1074,Hibi,Takayuki,Takayuki Hibi
704.1158,Wu,Fang,Fang Wu
704.0917,Udry,Stephane,Stephane Udry
704.2194,Pomeau,Yves,Yves Pomeau
705.0567,Billionnet,Claude,Claude Billionnet
704.3,Lindner,Manfred,Manfred Lindner
704.1286,Choquet,Catherine,Catherine Choquet
704.1287,Love,Peter J.,Peter J. Love
704.3224,Smith,David M.,David M. Smith
704.0431,Stergioulas,Nikolaos,Nikolaos Stergioulas
704.3786,Asgari,Reza,Reza Asgari
704.107,Fu,Hua,Hua Fu
704.1153,Vogelsang,Werner,Werner Vogelsang
704.0917,Naef,Dominique,Dominique Naef
704.3987,Firan,Ana,Ana Firan
704.2236,Horodecki,Pawel,Pawel Horodecki
705.0332,Wang,Yun,Yun Wang
705.0174,Chen,Shuai,Shuai Chen
704.3591,Aleksic,Marko,Marko Aleksic
704.0207,Prakash,M,M Prakash
704.0312,Francis,Matthew J.,Matthew J. Francis
704.3064,Lawson,Kyle,Kyle Lawson
704.3969,Yang,Sheng,Sheng Yang
704.0175,Charmousis,Christos,Christos Charmousis
704.0414,Felbacq,Didier,Didier Felbacq
704.1932,Bean,Rachel,Rachel Bean
704.2789,Abakumov,Evgeny,Evgeny Abakumov
704.0002,Theran,Louis,Louis Theran
704.0936,Okawa,Yuji,Yuji Okawa
704.2053,Wang,Ran,Ran Wang
704.0876,Schmock,Uwe,Uwe Schmock
704.0195,Nikshych,Dmitri,Dmitri Nikshych
704.0806,Blanton,Michael R.,Michael R. Blanton
704.3637,Tritschler,Alexandra,Alexandra Tritschler
704.0758,Scarani,Valerio,Valerio Scarani
704.214,Tuffs,Richard J.,Richard J. Tuffs
704.1964,Buonanno,Alessandra,Alessandra Buonanno
704.1314,Bruus,Henrik,Henrik Bruus
705.0453,Petit,Bertrand,Bertrand Petit
704.2605,Miller,Christopher J.,Christopher J. Miller
705.3691,Beggs,John M.,John M. Beggs
704.1121,Izumi,Masaki,Masaki Izumi
704.0883,Hosotani,Yutaka,Yutaka Hosotani
704.2328,Pireddu,Marina,Marina Pireddu
704.0718,Lusignoli,Maurizio,Maurizio Lusignoli
704.2138,Schiessel,Helmut,Helmut Schiessel
704.1659,Giannios,Dimitrios,Dimitrios Giannios
706.1175,Ryznar,Michał,Michał Ryznar
705.0456,Porcu,Emilio,Emilio Porcu
704.0843,Okabe,Takuya,Takuya Okabe
704.222,Gonzalez,Guillermo,Guillermo Gonzalez
704.0084,Livne,Eli,Eli Livne
704.1857,Binder,Kurt,Kurt Binder
704.2999,Zanderighi,Giulia,Giulia Zanderighi
704.1454,Macintosh,Bruce,Bruce Macintosh
704.0989,Wilton,Henry,Henry Wilton
704.0724,Iye,Yasuhiro,Yasuhiro Iye
704.0052,Jaffe,Arthur,Arthur Jaffe
704.3808,Enemark,Jakob,Jakob Enemark
707.1223,Bracken,Carl,Carl Bracken
704.0967,Liu,Jia,Jia Liu
704.0502,Vespa,Christine,Christine Vespa
704.378,Rennard,Jean-Philippe,Jean-Philippe Rennard
705.2154,Zampolli,Chiara,Chiara Zampolli
704.1727,Niz,Gustavo,Gustavo Niz
704.0976,Eckmann,Jean-Pierre,Jean-Pierre Eckmann
705.1131,Winstanley,Elizabeth,Elizabeth Winstanley
704.0655,Tanaka,Masayuki,Masayuki Tanaka
704.017,Tristan,Natalia,Natalia Tristan
705.1196,Kouno,Hiroaki,Hiroaki Kouno
704.3224,Negueruela,Ignacio,Ignacio Negueruela
704.1848,Tsujikawa,Shinji,Shinji Tsujikawa
705.1019,Zeng,Ting,Ting Zeng
705.2638,Shchekinov,Yu. A.,Yu. A. Shchekinov
705.0559,Shadmehri,Mohsen,Mohsen Shadmehri
704.3571,Gherghetta,Tony,Tony Gherghetta
704.1182,Matsuhara,Hideo,Hideo Matsuhara
704.1449,Ivanescu,Cristian,Cristian Ivanescu
704.244,Marino,Marcos,Marcos Marino
704.1796,Yao,Song,Song Yao
705.167,Wong,Hang,Hang Wong
706.1431,Mehmet,Moritz,Moritz Mehmet
704.2914,Yamanaka,Masato,Masato Yamanaka
704.2082,Joshi,Aditya,Aditya Joshi
705.4097,Shiu,Gary,Gary Shiu
704.1191,Omiya,Masashi,Masashi Omiya
705.2778,Figueroa-O'Farrill,José,José Figueroa-O'Farrill
705.0725,Nelson,Keith,Keith Nelson
704.1207,Karch,Grzegorz,Grzegorz Karch
704.0305,Valles,James M.,James M. Valles
704.3501,Boussaïd,Omar,Omar Boussaïd
801.334,Jiang,Long,Long Jiang
704.018,Rodin,Vadim,Vadim Rodin
706.0064,Yang,Xiaodong,Xiaodong Yang
706.0245,Movahhedian,Hossein,Hossein Movahhedian
704.017,Taetz,Timo,Timo Taetz
704.1371,Lodewyck,Jerome,Jerome Lodewyck
705.4462,Hasselmann,Nils,Nils Hasselmann
704.2845,Van Maldeghem,Hendrik,Hendrik Van Maldeghem
704.3221,Knight,Rob,Rob Knight
704.3266,Brandeker,Alexis,Alexis Brandeker
704.3571,Gabella,Maxime,Maxime Gabella
704.0335,Panloup,Fabien,Fabien Panloup
704.1819,Ohashi,Keisuke,Keisuke Ohashi
704.0238,Ulvestad,Jim,Jim Ulvestad
706.1582,Stein,Björn,Björn Stein
704.0745,Teichmann,Josef,Josef Teichmann
704.0253,Koerner,David W.,David W. Koerner
704.017,Moller,Angela,Angela Moller
704.3505,Yamaguchi,Tomohiro,Tomohiro Yamaguchi
704.0255,Marin,Felipe,Felipe Marin
706.0238,Kewley,Lisa,Lisa Kewley
705.215,Blumenhagen,Ralph,Ralph Blumenhagen
704.0126,Yang,Huan,Huan Yang
704.203,Durov,Nikolai,Nikolai Durov
705.437,Jezierski,Jacek,Jacek Jezierski
709.1968,Yang,Yifan,Yifan Yang
704.1475,Delmas,Jean-François,Jean-François Delmas
706.2428,Nenciu,Irina,Irina Nenciu
704.0314,Baukh,Viktor,Viktor Baukh
706.2339,Lane,Kenneth,Kenneth Lane
704.0285,Berger,Claire,Claire Berger
704.1368,Yeo,Ye,Ye Yeo
704.3037,Vulpiani,Angelo,Angelo Vulpiani
704.1255,Schumacher,Joerg,Joerg Schumacher
705.3844,Hubisz,Jay,Jay Hubisz
704.0219,Hughes,John P.,John P. Hughes
705.1902,Loewe,Marcelo,Marcelo Loewe
705.1561,Huang,Xing,Xing Huang
704.278,Fesen,Robert A.,Robert A. Fesen
704.176,van Dokkum,Pieter,Pieter van Dokkum
704.3153,Luo,Shu,Shu Luo
704.3502,Houdayer,Cyril,Cyril Houdayer
704.1482,Ligeti,Zoltan,Zoltan Ligeti
704.2532,Lord,Jesse,Jesse Lord
707.2759,Xiang,Rong,Rong Xiang
704.0233,Wimberger,Sandro,Sandro Wimberger
706.1154,Debbarh,Mohammed,Mohammed Debbarh
704.0178,Redmer,Ronald,Ronald Redmer
705.3973,Sod-Hoffs,Jordi,Jordi Sod-Hoffs
705.0038,Li,Ji,Ji Li
704.151,Parenti,Irene,Irene Parenti
705.0764,Villanueva,Alfredo,Alfredo Villanueva
704.1182,Hanami,Hitoshi,Hitoshi Hanami
704.1191,Johnson,John A.,John A. Johnson
704.1974,Wiotte,Fabrice,Fabrice Wiotte
704.3796,Vahlbruch,Henning,Henning Vahlbruch
704.2517,Balescu,Radu,Radu Balescu
704.1553,Popovych,Stanislav,Stanislav Popovych
704.0673,Abbott,Derek,Derek Abbott
704.0666,Sheykhi,Ahmad,Ahmad Sheykhi
705.292,Nurse,Emily,Emily Nurse
704.1055,Takami,Kentaro,Kentaro Takami
704.3765,Govyadinov,Alexander A.,Alexander A. Govyadinov
704.055,Tosi,Monica,Monica Tosi
704.1672,Yakubovich,Alexander V.,Alexander V. Yakubovich
705.2602,Liu,Michael C.,Michael C. Liu
705.0693,Hurwitz,Evan,Evan Hurwitz
705.2229,Kiss,Emil,Emil Kiss
